verdict	cle	chambre	amendement	sort	auteur	article	formule	dossier	subdivision	dispositif	article_du_fonds	url	verdict_bis	verdict_ter	juge	juge_bis	juge_ter	commentaire	commentaire_bis	commentaire_ter	date_jugement
juste	09b5f0d4e3bcd16a	assemblee	4796	Rejeté	M. William Dumas	L331-6	inséré	JORFDOLE000020542090	ART. 21	Compléter cet article par les deux alinéas suivants : « 6° Après la première phrase du dernier alinéa de l'article L. 331-6, il est inséré une phrase ainsi rédigée : « Le plan fait l'objet d'un réexamen tous les deux ans, par la commission. » ».	L331-6 (1993-07-27) — écrit par la loi du dossier, 2010-11-01 : La commission a pour mission de concilier les parties en vue de l'élaboration d'un plan conventi […] ‖ avant, 2003-08-02 : La commission a pour mission de concilier les parties en vue de l'élaboration d'un plan conventionnel de redressement approuvé par le débiteur et s […]	https://www.assemblee-nationale.fr/13/amendements/2150/215000043.asp	juste		sonnet-juge-a	sonnet-juge-b		Insère une phrase dans le dernier alinéa de L331-6, article existant sans ambiguïté, même si la phrase précise n'a pas été retenue en l'état.	Insère une phrase dans le dernier alinéa de L331-6 lui-même, ce n'est pas une ancre.		2026-09-26
faux	0b40c463d81273e6	assemblee	214	Non soutenu	M. Alain Suguenot	L121-84-4	rédigé	JORFDOLE000017841208	APRÈS L'ART. 7	Après l'article 7, insérer l'article suivant : Après l’article L. 121-84-3 du code de la consommation, sont insérés deux articles L. 121-84-4 et L. 121-84-5 ainsi rédigés : « Art. L. 121-84-4. – Si une durée minimale d’engagement, ou une disposition financière applicable à sa résiliation, conditionne la fourniture du service de communications électroniques, elle doit être objectivement justifiée dans le contrat au regard de la contrepartie octroyée au consommateur ». « Art. L. 121-84-5. – La durée minimale d’engagement associée à la fourniture d’un service de communications électroniques ne pe […]	L121-84-4 (2008-06-01) — écrit par la loi du dossier, 2008-06-01 : La poursuite à titre onéreux de la fourniture de services accessoires à un contrat principal de communications électroniques comprenant une période initiale de gratuité est soumise à l'accord exprès du consommateur à qui ces services sont proposés.	https://www.assemblee-nationale.fr/13/amendements/0351/035100058.asp	faux		sonnet-juge-a	sonnet-juge-b		Même zone que 199/198 : L121-84-4 du fonds ne porte que sur les services accessoires post-gratuité, sans rapport avec la durée minimale d'engagement que rédige le dispositif.	Le texte proposé (durée minimale d'engagement objectivement justifiée) ne correspond à aucune version de L121-84-4 en base ; amendement non soutenu, jamais devenu cet article.		2026-09-26
juste	0c161da78cc5cd9c	assemblee	6467	Adopté	M. François Brottes	L112-7-1	rédigé	JORFDOLE000021673304	APRÈS L'ART. PREMIER BIS	Après l'article premier bis, insérer l'article suivant : Après l’article L. 112-7 du code de la consommation, il est inséré un article L. 112-7-1 ainsi rédigé : « Art. L. 112-7-1. – L’utilisation de mentions faisant état de présence de truffes ou de produits dérivés dans les produits alimentaires fait l’objet des dispositions suivantes : « 1° Les dénominations « truffé » ou « à la truffe » sont réservées aux produits alimentaires contenant un minimum de 3 % de truffe. « Le produit proposé à la consommation doit en outre indiquer le nom usuel de l’espèce de truffe utilisée dans la composition d […]	"L112-7-1 (2010-07-29) — écrit par la loi du dossier, 2010-07-29 : L'utilisation de mentions faisant état de présence de truffes ou de produits dérivés de truffes dans les denrées alimentaires fait l'objet des dispositions suivantes : 1° La dénomination ""truffé” est réservée aux denrées alimentaires contenant un minimum […]"	https://www.assemblee-nationale.fr/13/amendements/2636/263600519.asp	juste		sonnet-juge-a	sonnet-juge-b		Reprend, comme le n° 6049, le texte de L112-7-1 conforme mot pour mot à la version 2010-07-29 du fonds.	Crée L112-7-1 mot pour mot sur les mentions de truffe, texte identique à l'amendement 6049 (023b118f0f95bde6), conforme au fonds.		2026-09-26
juste	0da9721169b09454	assemblee	5085	Retiré avant séance	M. Jean Gaubert	L311-9	abrogé	JORFDOLE000020542090	ART. PREMIER B	I. – Rédiger ainsi les alinéas 3 et 4 : « 2° L’article L. 311-9 est abrogé « 3° Larticle L. 311-9-1 est abrogé » II. – En conséquence, après le mot : « est », la fin de l’alinéa 16 est ainsi rédigée : « supprimée ».	L311-9 (1993-07-27) — écrit par la loi du dossier, 2011-05-01 : Avant de conclure le contrat de crédit, le prêteur vérifie la solvabilité de l'emprunteur à part […] ‖ avant, 2005-07-28 : Lorsqu'il s'agit d'une ouverture de crédit qui, assortie ou non de l'usage d'une carte de crédit, offre à son bénéficiaire la possibilité de dispos […]	https://www.assemblee-nationale.fr/13/amendements/2150/215000338.asp	juste		sonnet-juge-a	sonnet-juge-b		Le fonds montre l'ancien L311-9 (crédit fractionné) disparaître au profit d'un contenu entièrement nouveau au 2011-05-01 : l'abrogation que rédige le dispositif est réelle.	Rédige l'alinéa qui abroge explicitement l'article L. 311-9 ('2° L'article L. 311-9 est abrogé'), action directe sur l'article, non une ancre.		2026-09-26
juste	0e7786c9ef264ae0	assemblee	375	Retiré	M. Jean Dionis du Séjour	L141-4	rédigé	JORFDOLE000017841208	Article 0	AVANT LE TITRE PREMIER , insérer l'article suivant : Après l’article L. 141-3 du code de la consommation, est inséré un article L. 141-4 ainsi rédigé : « Art. L. 141-4. – Dans les litiges opposant un consommateur et un professionnel, le juge peut soulever d’office toutes les dispositions du code de la consommation. »	L141-4 (2008-01-05) — écrit par la loi du dossier, 2008-01-05 : Le juge peut soulever d'office toutes les dispositions du présent code dans les litiges nés de son application.	https://www.assemblee-nationale.fr/13/amendements/0351/035100226.asp	juste		sonnet-juge-a	sonnet-juge-b		Le L141-4 créé reprend la règle du fonds (« le juge peut soulever d'office toutes les dispositions du... code »), simplement reformulée.	Crée L141-4 dont le contenu (le juge peut soulever d'office toutes les dispositions du code) correspond au fonds.		2026-09-26
juste	12815b972a9058e1	assemblee	5093	Adopté	LE GOUVERNEMENT	L333-2-1	rédigé	JORFDOLE000020542090	ART. 22	Après l’alinéa 5, insérer les trois alinéas suivants : « 2° bis Après l’article L. 333-2, il est inséré un article L. 333-2-1 ainsi rédigé : « Art. L. 333-2-1. – Tout acte ou tout paiement effectué en violation des dispositions des articles L. 331-3, L. 331-3-1, L. 331-6, L. 331-7, L. 331-7-1, L. 331-7-3 peut être annulé par le juge de l'exécution, à la demande de la commission, présentée pendant le délai d'un an à compter de l'acte ou du paiement de la créance. « L'établissement de crédit qui tient le compte du déposant, conformément à ses devoirs de non immixtion et de diligence, ne pourra,  […]	L333-2-1 (2010-11-01) — écrit par la loi du dossier, 2010-11-01 : Tout acte ou tout paiement effectué en violation des articles L. 331-3, L. 331-3-1, L. 331-6, L. 331-7, L. 331-7-1 et L. 331-7-3 peut être annulé par le juge de l'exécution, à la demande de la commission, présentée pendant le délai d'un an à compter de l […]	https://www.assemblee-nationale.fr/13/amendements/2150/215000346.asp	juste		sonnet-juge-a	sonnet-juge-b		L333-2-1 rédigé par le dispositif correspond mot pour mot à la version 2010-11-01 du fonds.	Crée L333-2-1 mot pour mot identique au fonds.		2026-09-26
juste	1415450ebd42d1c4	assemblee	301	Rejeté	M. Lionel Tardy	L141-4	rédigé	JORFDOLE000017841208	Article 0	AVANT LE TITRE PREMIER, insérer l'article suivant : Après l’article L. 141-3 du code de la consommation, il est inséré un article L. 141-4 ainsi rédigé : « Art. L. 141-4. – Dans les litiges opposant un consommateur et un professionnel devant les juridictions où le ministère d'avocat n'est pas requis, le juge peut soulever d’office toutes les dispositions du code de la consommation. »	L141-4 (2008-01-05) — écrit par la loi du dossier, 2008-01-05 : Le juge peut soulever d'office toutes les dispositions du présent code dans les litiges nés de son application.	https://www.assemblee-nationale.fr/13/amendements/0351/035100150.asp	juste		sonnet-juge-a	sonnet-juge-b		Même règle que le n° 375 pour le même L141-4, simplement reformulée par l'ajout d'une précision sur le ministère d'avocat.	Crée L141-4 au même emplacement avec la même règle de fond que le fonds (juge peut soulever d'office), malgré une clause supplémentaire non retenue.		2026-09-26
faux	15253c4ae5c22acb	assemblee	198	Adopté	M. Michel Raison	L121-84-4	rédigé	JORFDOLE000017841208	APRÈS L'ART. 7	Après l'article 7, insérer l'article suivant : I. – Après l'article L. 121-84-3 du code de la consommation est inséré un article L. 121-84-4 ainsi rédigé : « Art. L. 121-84-4. – Les dispositions du présent article sont applicables à tout fournisseur d'un service de communications électroniques, au sens du 6° de l'article L. 32 du code des postes et des communications électroniques, proposant au consommateur agissant à des fins non professionnelles, directement ou par l'intermédiaire d'un tiers, une offre de service de communications électroniques. « Tout fournisseur de service subordonnant la  […]	L121-84-4 (2008-06-01) — écrit par la loi du dossier, 2008-06-01 : La poursuite à titre onéreux de la fourniture de services accessoires à un contrat principal de communications électroniques comprenant une période initiale de gratuité est soumise à l'accord exprès du consommateur à qui ces services sont proposés.	https://www.assemblee-nationale.fr/13/amendements/0351/035100042.asp	faux		sonnet-juge-a	sonnet-juge-b		Même zone que 199/214 : L121-84-4 du fonds (services accessoires post-gratuité) est sans rapport avec la durée minimale d'engagement justifiée par une contrepartie que rédige le dispositif.	Le texte proposé (fournisseur de services soumis à durée minimum 12/24 mois) correspond en base LEGI à L121-84-7, pas à L121-84-4.		2026-09-26
faux	1551fc1a136af0a9	assemblee	6451	Retiré	M. Philippe Armand Martin	L112-2-1	rédigé	JORFDOLE000021673304	APRÈS L'ART. PREMIER BIS	Après l'article premier bis, insérer l'article suivant : Le code de la consommation est ainsi modifié : I. – Après l’article L. 112-2, il est inséré un article L. 112-2-1 ainsi rédigé : « Art. L. 112-2-1. – Tout produit qui contient un produit bénéficiant d’une appellation d’origine contrôlée peut être présenté, y compris dans la liste des ingrédients, avec la mention du nom de l’appellation concernée sous réserve du respect des conditions suivantes : « - le produit ne contient aucun autre produit de même nature que le produit d’appellation d’origine contrôlée, « - la mention ne risque pas de  […]	"L112-2-1 (2010-07-29) — écrit par la loi du dossier, 2010-07-29 : Le cahier des charges mentionné à l'article L. 641-6 du code rural et de la pêche maritime peut rendre obligatoire la mention ""appellation d'origine contrôlée” dans l'étiquetage et la présentation des vins concernés et en déterminer les modalités d'appli […]"	https://www.assemblee-nationale.fr/13/amendements/2636/263600499.asp	faux		sonnet-juge-a	sonnet-juge-b		Le fonds L112-2-1 ne porte que sur le cahier des charges des vins AOC (2010-07-29) ; le dispositif rédige un article différent, sur le produit qui contient un ingrédient AOC — cette règle est devenue le 7° de L115-16, pas L112-2-1.	Le I. crée un L112-2-1 sur l'étiquetage des ingrédients AOC, sans rapport avec le fonds (cahier des charges des vins) ; introuvable sous aucun numéro en base LEGI.		2026-09-26
juste	1dc9215499420ed8	assemblee	6187	Retiré	M. Alain Suguenot	L115-16	inséré	JORFDOLE000021673304	APRÈS L'ART. PREMIER BIS	Après l'article premier bis, insérer l'article suivant : Le code de la consommation est ainsi modifié : 1° Après l’article L. 112-2, est inséré un article L. 112-2-1 ainsi rédigé : « Art. L. 112-2-1. – Tout produit qui contient un produit bénéficiant d’une appellation d’origine contrôlée peut être présenté, y compris dans la liste des ingrédients, avec la mention du nom de l’appellation concernée sous réserve du respect des conditions suivantes : « – le produit ne contient aucun autre produit de même nature que le produit d’appellation d’origine contrôlée, « – la mention ne risque pas de détou […]	L115-16 (1993-07-27) — écrit par la loi du dossier, 2010-07-29 : Est puni de deux ans d'emprisonnement et d'une amende de 37 500 € le fait : 1° De délivrer une  […] ‖ avant, 2010-05-08 : Est puni de deux ans d'emprisonnement et d'une amende de 37 500 € le fait : 1° De délivrer une appellation d'origine contrôlée sans satisfaire aux  […]	https://www.assemblee-nationale.fr/13/amendements/2636/263600214.asp	juste		sonnet-juge-a	sonnet-juge-b		Le 2° insère un 7° à L115-16 retrouvé quasi mot pour mot dans la version 2010-07-29 du fonds, comme pour le n° 6128.	Le 2° insère un 7° dans L115-16 lui-même (même structure que l'amendement 6128), conforme au fonds.		2026-09-26
