verdict	cle	chambre	amendement	sort	auteur	article	cibles_de_l_article	vise	voie	texte	article_du_texte	subdivision	fenetre	dispositif	article_du_fonds	url	verdict_bis	verdict_ter	juge	juge_bis	juge_ter	commentaire	commentaire_bis	commentaire_ter	date_jugement
juste	0576a85b858c8394	assemblee	417	Non soutenu	M. Thierry Benoit	L213-1	9	sans visée	alinea	assemblee/14-projets-pl1015.asp	65	ART. 65	ne peuvent être prononcées que pour une durée de cinq ans au plus. » Article 65 I. – L’article L. 213-1 du code de la consommation est ainsi modifié : 1° Au premier alinéa, les mots : « 37 500 € ou d	À l’alinéa 4, substituer au taux : « 10 % », le taux : « 5 % ».	Sera puni d'un emprisonnement de trois mois au moins, deux ans au plus et d'une amende de 1 000 F au moins, 250 000 F au plus ou de l'une de ces deux peines seulement quiconque, qu'il soit ou non partie au contrat, aura trompé ou tenté de tromper le contractant, par quelque moyen en procédé que ce soit, même par l'inte […]		juste		sonnet-A	sonnet-B		L'alinéa 4 de l'article 65 relève du corps de l'unique instruction sur cet article, « L'article L. 213-1 du code de la consommation est ainsi modifié » : l'attribution est exacte.	L'alinéa 4 porte le taux de 10 % ajouté à l'article L. 213-1 par le I de l'article 65 ; la substitution de taux vise bien ce texte.		2026-09-24
juste	05fac754ba9694ef	assemblee	542	Adopté	M. Razzy Hammadi	L121-18-2	37	sans visée	alinea	assemblee/14-projets-pl1015.asp	5	ART. 5	être accompagné du formulaire de rétractation mentionné au 2° du I de l’article L. 121-17. « Art. L. 121-18-2. – Le professionnel ne peut recevoir aucun paiement ou aucune contrepartie, sous quelque f	À l’alinéa 48, substituer à la première occurrence du mot : « de », les mots : « prévues à ».	Le professionnel ne peut recevoir aucun paiement ou aucune contrepartie, sous quelque forme que ce soit, de la part du consommateur avant l'expiration d'un délai de sept jours à compter de la conclusion du contrat hors établissement. Toutefois, ne sont pas soumis au premier alinéa : 1° La souscription à domicile d'un a […]		juste		sonnet-A	sonnet-B		L'alinéa 48 de l'article 5 relève du corps de l'instruction « Art. L. 121-18-2 », avant que « Art. L. 121-19 » n'ouvre l'article suivant : l'attribution est exacte.	L'alinéa 48 (« 1° La souscription... ») relève encore de l'article L. 121-18-2, entre son alinéa d'ouverture (46) et la sous-section 4 (52).		2026-09-24
juste	0723b619193367b1	assemblee	588	Adopté	M. Razzy Hammadi	L138-2	6	sans visée	alinea	assemblee/14-projets-pl1015.asp	10	ART. 10	son s’entend du transfert au consommateur de la possession physique ou du contrôle du bien. « Art. L. 138-2. – En cas de manquement du professionnel à son obligation de livraison du bien ou de fourni	À l’alinéa 7, après le mot : « avec », insérer les mots : « demande d’ ».	En cas de manquement du professionnel à son obligation de livraison du bien ou de fourniture du service à la date ou à l'expiration du délai prévus au premier alinéa de l'article L. 138-1 ou, à défaut, au plus tard trente jours après la conclusion du contrat, le consommateur peut résoudre le contrat, par lettre recomma […]		juste		sonnet-A	sonnet-B		L'alinéa 7 de l'article 10 est la ligne même qui ouvre « Art. L. 138-2 » : l'attribution est exacte.	L'alinéa 7 est le premier alinéa de l'article L. 138-2 tel que créé par l'article 10 ; l'insertion de mots porte sur ce texte.		2026-09-24
juste	083f18b74cbac78e	assemblee	651	Retiré	Mme Corinne Erhel	L111-5-1	1	sans visée	alinea	assemblee/14-projets-pl3318.asp	22	ART. 22	date de publication de la présente loi. Section 3 Loyauté des plateformes Article 22 L’article L. 111-5-1 du même code est ainsi modifié : 1° Le premier alinéa est remplacé par les dispositions suivan	Rédiger ainsi la seconde phrase de l’alinéa 4 : « Il fait apparaître clairement l’existence d’une relation contractuelle ou capitalistique avec les personnes référencées, lorsque cette relation a une influence directe sur le classement des contenus, biens ou services proposés ».	Sans préjudice des obligations d'information prévues à l'article 19 de la loi n° 2004-575 du 21 juin 2004 pour la confiance dans l'économie numérique, toute personne dont l'activité consiste à mettre en relation, par voie électronique, plusieurs parties en vue de la vente d'un bien, de la fourniture d'un service ou de  […]		juste		sonnet-A	sonnet-B		L'article 22 ne réécrit que L. 111-5-1 (cible unique) et l'alinéa 4 est dans son corps : l'attribution est exacte.	L'alinéa 4 est la seconde phrase du 1° qui réécrit le premier alinéa de l'article L. 111-5-1 ; la réécriture demandée porte bien sur ce texte.		2026-09-24
juste	08cc924fa40af25c	assemblee	613	Adopté	M. Razzy Hammadi	L115-16	1	sans visée	alinea	assemblee/14-projets-pl1015.asp	24	ART. 24	igé : « e) Les indications géographiques définies à l’article L. 721-2. » Article 24 L’article L. 115-16 du code de la consommation est ainsi modifié : 1° Au premier alinéa, le montant : « 37 500 » e	Rédiger ainsi l’alinéa 3 : « 2° Le 3° est complété par les mots :« ou une indication géographique définie à l’article L. 721‑2 du code de la propriété intellectuelle » ; ».	Quiconque aura soit apposé, soit fait apparaître, par addition, retranchement ou par une altération quelconque, sur des produits, naturels ou fabriqués, mis en vente ou destinés à être mis en vente, des appellations d'origine qu'il savait inexactes sera puni d'un emprisonnement de trois mois au moins, d'un an au plus,  […]		juste		sonnet-A	sonnet-B		L'alinéa 3 de l'article 24 relève du corps de l'unique instruction sur cet article, « L'article L. 115-16 du code de la consommation est ainsi modifié » : l'attribution est exacte.	L'alinéa 3 (le 2° de la liste) relève de l'article L. 115-16, seul article modifié par l'article 24.		2026-09-24
juste	0926ee4211ac710a	assemblee	589	Adopté	M. Razzy Hammadi	L138-2	6	sans visée	alinea	assemblee/14-projets-pl1015.asp	10	ART. 10	son s’entend du transfert au consommateur de la possession physique ou du contrôle du bien. « Art. L. 138-2. – En cas de manquement du professionnel à son obligation de livraison du bien ou de fourni	À la première phrase de l’alinéa 9, substituer aux mots : « de l’ », les mots : « du même ».	En cas de manquement du professionnel à son obligation de livraison du bien ou de fourniture du service à la date ou à l'expiration du délai prévus au premier alinéa de l'article L. 138-1 ou, à défaut, au plus tard trente jours après la conclusion du contrat, le consommateur peut résoudre le contrat, par lettre recomma […]		juste		sonnet-A	sonnet-B		L'alinéa 9 de l'article 10 relève du corps de l'instruction « Art. L. 138-2 », avant que « Art. L. 138-3 » n'ouvre l'article suivant : l'attribution est exacte.	L'alinéa 9 relève encore de l'article L. 138-2 (dernier alinéa avant L. 138-3) ; la substitution de mots porte sur ce texte.		2026-09-24
juste	0931d748063c008d	assemblee	396	Non soutenu	M. Thierry Benoit	L121-20	37	sans visée	alinea	assemblee/14-projets-pl1015.asp	5	ART. 5	cas de force majeure. « Sous-section 5 « Démarchage téléphonique et prospection commerciale « Art. L. 121-20. – Sans préjudice de l’article L. 121-19-1, le professionnel qui contacte un consommateur p	À l’alinéa 66, après le mot: « conclure », insérer les mots: « ou de modifier ».	"Les règles relatives à la fixation des règles de programmation des émissions sont définies par l'article 2 de la loi n° 88-21 du 6 janvier 1988 précitée reproduit ci-après : ""Art. 2 : Le Conseil supérieur de l'audiovisuel fixe les règles de programmation des émissions consacrées en tout ou partie à la présentation ou à […]"		juste		sonnet-A	sonnet-B		L'alinéa 66 de l'article 5 est la ligne même qui ouvre « Art. L. 121-20 » : l'attribution est exacte.	L'alinéa 66 est le premier alinéa de l'article L. 121-20 tel que créé par l'article 5 ; l'insertion de mots correspond à ce texte.		2026-09-24
juste	098027a8c46d44fe	assemblee	441	Rejeté	Mme Michèle Bonneton	L311-8-1	1	sans visée	alinea	assemblee/14-projets-pl1015.asp	18	ART. 18	Chapitre III Crédit et assurance Section 1 Crédit à la consommation Article 18 I. – L’article L. 311-8-1 du code de la consommation est remplacé par les dispositions suivantes : « Art. L. 311-8-1. –	À l’alinéa 2, supprimer les mots : « pour financer l’achat de biens ou de prestations de services particuliers ».	Lorsqu'un prêteur ou un intermédiaire de crédit propose au consommateur, sur le lieu de vente ou par un moyen de vente à distance, un contrat de crédit pour financer l'achat de biens ou de prestations de services particuliers pour un montant supérieur à un seuil fixé par décret, le consommateur doit disposer de la poss […]		juste		sonnet-A	sonnet-B		L'article 18 ne réécrit que L. 311-8-1 (cible unique, texte remplacé en totalité) et l'alinéa 2 en est la ligne d'ouverture : l'attribution est exacte.	L'alinéa 2 est le texte intégral de l'article L. 311-8-1 tel que remplacé par l'article 18 ; la suppression de mots porte sur ce texte.		2026-09-24
faux	09a4893a39e57fd4	assemblee	211	Tombé	M. Thierry Benoit	L121-84-1	2	sans visée	alinea	assemblee/14-projets-pl1357.asp	5 bis a	ART. 5 BIS A	A (nouveau) Après l’article L. 121-84-10 du code de la consommation, il est inséré un article L. 121-84-10-1 ainsi rédigé : « Art. L. 121-84-10-1. – Est un contrat de communications électroniques pou	Compléter l’alinéa 2 par le mot : « mineur ».	Toute somme versée d'avance par le consommateur à un fournisseur de services de communications électroniques au sens du 6° de l'article L. 32 du code des postes et des communications électroniques doit lui être restituée, sous réserve du paiement des factures restant dues, au plus tard dans un délai de dix jours à comp […]		faux		sonnet-A	sonnet-B		L'alinéa 2 relève en réalité de l'instruction qui crée « Art. L. 121-84-10-1 » (le contrat de communications électroniques pour autrui, sur les mineurs), et non de L. 121-84-1 (versements d'avance, article distinct en base) : le numéro à quatre segments a été tronqué en L121-84-1 par la reconnaissance de référence, qui a aussi confondu ce même article avec l'article voisin L. 121-84-10 dans porte_sur.	L'alinéa 2 crée l'article L. 121-84-10-1 (nouveau, inséré après L. 121-84-10), distinct de l'article L. 121-84-1 indiqué par l'arête ; les deux articles n'ont aucun rapport de contenu (contrat pour autrui vs. avances remboursables).		2026-09-24
juste	0a8219a31bcd42a7	assemblee	82	Retiré	Mme Jeanine Dubié	L111-5-1	1	sans visée	alinea	assemblee/14-projets-pl3318.asp	22	ART. 22	date de publication de la présente loi. Section 3 Loyauté des plateformes Article 22 L’article L. 111-5-1 du même code est ainsi modifié : 1° Le premier alinéa est remplacé par les dispositions suivan	Après l’alinéa 4, insérer l’alinéa suivant : « 1° bis Au début du deuxième alinéa, les mots : « Lorsque seuls des consommateurs ou des non-professionnels sont mis en relation » sont supprimés.	Sans préjudice des obligations d'information prévues à l'article 19 de la loi n° 2004-575 du 21 juin 2004 pour la confiance dans l'économie numérique, toute personne dont l'activité consiste à mettre en relation, par voie électronique, plusieurs parties en vue de la vente d'un bien, de la fourniture d'un service ou de  […]		juste		sonnet-A	sonnet-B		L'article 22 ne réécrit que L. 111-5-1 (cible unique) et l'alinéa 4 est dans son corps : l'attribution est exacte.	L'insertion après l'alinéa 4 s'ajoute au 1° qui réécrit le premier alinéa de l'article L. 111-5-1, avant que le 2° ne commence à l'alinéa 5.		2026-09-24
