verdict	cle	chambre	amendement	sort	auteur	article	cibles_de_l_article	vise	voie	texte	article_du_texte	subdivision	fenetre	dispositif	article_du_fonds	url	verdict_bis	verdict_ter	juge	juge_bis	juge_ter	commentaire	commentaire_bis	commentaire_ter	date_jugement
juste	17b5c6281ad0db08	assemblee	405	Adopté	M. Razzy Hammadi	L113-7	10	oui	visee	assemblee/14-projets-pl1357.asp	4	ART. 4	(nouveau). – Le chapitre III du titre Ier du livre Ier du même code est complété par un article L. 113-7 ainsi rédigé : « Art. L. 113-7. – À partir du 1er janvier 2016, tout exploitant de parc de stat	Substituer à l’alinéa 34 les deux alinéas suivants : « Art. L. 113‑7. – Tout exploitant de parc de stationnement affecté à un usage public applique au consommateur, pour les stationnements d’une durée inférieure à douze heures et payés à la durée, une tarification par pas de quinze minutes au plus. « V. – Les dispositions du IV entrent en vigueur le 1er janvier 2015. ».	L113-7 (2015-07-01) — écrit par la loi du dossier, 2015-07-01 : Tout exploitant de parc de stationnement affecté à un usage public applique au consommateur, pour les stationnements d'une durée inférieure à douze heures et payés à la durée, une tarification par pas de quinze minutes au plus.		juste		sonnet-juge-a	sonnet-juge-b		Substitue à l'alinéa 34 une nouvelle rédaction de « Art. L. 113-7 » (plus un V) : modification directe.	Substitue à l'alinéa 34 le texte de « Art. L. 113-7 », identique au fonds.		2026-09-26
juste	184497e150d136d5	senat	222	Retiré	M. LABBÉ	L311-17	1	oui	visee	senat/leg-pjl12-810.html	19 ter	Article 19 ter	19 ter (Non modifié) À la première phrase du premier alinéa et au deuxième alinéa de l'article L. 311-17 du code de la consommation, les mots : « commerciaux et promotionnels » sont remplacés par les	Rédiger ainsi cet article : L’article L. 311-17 du code de la consommation est ainsi rédigé : « Art. L. 311-17. - Aucun crédit renouvelable ne peut être associé à une carte ouvrant droit à des avantages commerciaux et promotionnels ou à une carte de paiement. »	L311-17 (1993-07-27) — écrit par la loi du dossier, 2014-12-18 : Lorsque le crédit renouvelable mentionné à l'article L. 311-16 est assorti d'une carte ouvrant  […] ‖ avant, 2011-05-01 : Lorsque le crédit renouvelable mentionné à l'article L. 311-16 est assorti de l'usage d'une carte ouvrant droit à des avantages commerciaux et prom […]	//www.senat.fr/amendements/2012-2013/810/Amdt_222.html	juste		sonnet-juge-a	sonnet-juge-b		« L'article L. 311-17 du code de la consommation est ainsi rédigé » : réécriture entière et nommée.	« L'article L. 311-17... est ainsi rédigé : « Art. L. 311-17. - ... » » : réécriture nommée.		2026-09-26
juste	195cfd53948b29aa	assemblee	72	Rejeté	M. Damien Abad	L423-17	13	oui	visee	assemblee/14-projets-pl1357.asp	1er	ART. PREMIER	« Modalités spécifiques à l’action de groupe intervenant dans le domaine de la concurrence « Art. L. 423-10. – Lorsque les manquements reprochés au professionnel portent sur le respect des règles déf	Rédiger ainsi l'alinéa 44 : « Art. L. 423-10. – Lorsque les manquements reprochés au professionnel par les requérants portent sur le respect des règles définies au titre II du livre IV du code de commerce ou des articles 101 et 102 du Traité sur le fonctionnement de l’Union européenne, l’action mentionnée à l’article L. 423-1 ne peut être engagée devant le juge que sur le fondement d’une décision de l’Autorité de la  […]	L423-17 (2014-03-19) — écrit par la loi du dossier, 2014-03-19 : Lorsque les manquements reprochés au professionnel portent sur le respect des règles définies au titre II du livre IV du code de commerce ou des articles 101 et 102 du traité sur le fonctionnement de l'Union européenne, la responsabilité du professionnel  […]		juste		sonnet-juge-a	sonnet-juge-b		Réécrit l'alinéa 44 sous « Art. L. 423-10 », contenu quasi identique au fonds L423-17 : ancien numéro modifié.	Dispositif identique (amendement id 12642) à 05bde12afdc968d2 : « Art. L. 423-10 » réécrit avec le même mécanisme de sursis à statuer que le fonds L.423-17.		2026-09-26
juste	19912b43a38acafd	senat	32	Rejeté	Mme BRICQ	L311-8-1	4	oui	visee	senat/leg-pjl08-448.html	4	Article 4	sur le lieu de vente. » ; B. - Après l'article L. 311-8 du même code, il est inséré un article L. 311-8-1 ainsi rédigé : « Art. L. 311-8-1 . - Lorsqu'un prêteur ou un intermédiaire de crédit propose a	Rédiger comme suit le texte proposé par le B du II de cet article pour l'article L. 311‑8‑1 du code de la consommation : « Art. L. 311‑8‑1. - Le prêteur ne peut exciper du montant du crédit sollicité pour limiter l'offre de crédit proposée au consommateur. »	L311-8-1 (2011-05-01) — écrit par la loi du dossier, 2011-05-01 : Lorsqu'un prêteur ou un intermédiaire de crédit propose au consommateur, sur le lieu de vente ou par un moyen de vente à distance, un contrat de crédit pour financer l'achat de biens ou de prestations de services particuliers pour un montant supérieur à  […]	//www.senat.fr/amendements/2008-2009/448/Amdt_32.html	juste		sonnet-juge-a	sonnet-juge-b		Rédige le texte proposé « pour l'article L. 311-8-1 » : l'article créé est la cible, non une ancre.	« Rédiger comme suit le texte proposé... pour l'article L. 311-8-1 » : réécrit A nommément.		2026-09-26
juste	1de0d6f6c910e51d	senat	354	Adopté	M. FAUCONNIER	L113-7	10	oui	visee	senat/leg-pjl13-283.html	4	Article 4	é) IV. - Le chapitre III du titre I er du livre I er du même code est complété par des articles L. 113-7 à L. 113-9 ainsi rédigés : « Art. L. 113-7. - À partir du 1 er janvier 2016, tout exploitant de	Alinéa 31 Rédiger ainsi le début de cet alinéa : « Art. L. 113-7. - Tout exploitant de parc de stationnement...	L113-7 (2015-07-01) — écrit par la loi du dossier, 2015-07-01 : Tout exploitant de parc de stationnement affecté à un usage public applique au consommateur, pour les stationnements d'une durée inférieure à douze heures et payés à la durée, une tarification par pas de quinze minutes au plus.	//www.senat.fr/amendements/2013-2014/283/Amdt_354.html	juste		sonnet-juge-a	sonnet-juge-b		« Rédiger ainsi le début de cet alinéa : Art. L. 113-7. - Tout exploitant... » : modification directe de l'alinéa qui définit L. 113-7.	« Rédiger ainsi le début de cet alinéa : « Art. L. 113-7. - ... » » : réécrit A nommément.		2026-09-26
juste	231df2b680b7a58a	assemblee	266	Rejeté	M. Damien Abad	L311-17	1	oui	visee	assemblee/14-ta-commission-r1574-a0.asp	19 ter	ART. 19 TER	roit. » II. – (Non modifié) Article 19 bis A (Suppression maintenue) Article 19 ter L’article L. 311-17 du code de la consommation est ainsi rédigé : « Art. L. 311-17. – Lorsque le crédit renouvelab	Substituer aux alinéas 2 à 6 l'alinéa suivant : « Art. L. 311-17. – Aucun crédit renouvelable ne peut être associé à une carte ouvrant droit à des avantages commerciaux et promotionnels ou à une carte de paiement. ».	L311-17 (1993-07-27) — écrit par la loi du dossier, 2014-12-18 : Lorsque le crédit renouvelable mentionné à l'article L. 311-16 est assorti d'une carte ouvrant  […] ‖ avant, 2011-05-01 : Lorsque le crédit renouvelable mentionné à l'article L. 311-16 est assorti de l'usage d'une carte ouvrant droit à des avantages commerciaux et prom […]		juste		sonnet-juge-a	sonnet-juge-b		Substitue aux alinéas 2 à 6 une nouvelle rédaction de « Art. L. 311-17 ».	Substitue aux alinéas 2 à 6 la même nouvelle rédaction de « Art. L. 311-17 ».		2026-09-26
juste	269707588bed04d6	assemblee	100	Rejeté	Mme Delphine Batho	L224-115	9	oui	visee	assemblee/17-ta-commission-r0633-a0.asp	3	ART. 3	été par une section 21 ainsi rédigée : « Section 21 « Rénovation énergétique des bâtiments « Art. L. 224-114. – I. – Lorsque qu’un contrat a pour objet la vente d’équipements ou la réalisation de tra	Substituer aux alinéas 30 à 34 les sept alinéas suivants : « Art. L. 224‑114. I. – Préalablement à la conclusion d’un contrat ayant pour objet l’offre de prestations de services, la vente d’équipements ou la réalisation de travaux pour des logements en vue de la réalisation d’économies d’énergie ou de la production d’énergies renouvelables et pour lesquels l’octroi d’aides financières est conditionnée à la détention  […]	L224-115 (2025-07-02) — écrit par la loi du dossier, 2025-07-02 : I. - Avant la conclusion d'un contrat ayant pour objet l'offre de prestations de services, la vente d'équipements ou la réalisation de travaux afférents à des logements en vue de la réalisation d'économies d'énergie ou de la production d'énergie renouvel […]		juste		sonnet-juge-a	sonnet-juge-b		Le dispositif écrit « Art. L. 224-114 », mais le contenu (offre de travaux, label, sous-traitance) est mot pour mot celui que la loi a rangé sous L. 224-115 : numéro ancien, article du fonds modifié.	Le dispositif intégral (amendement id 104379) réécrit « Art. L. 224-114 » avec le même dispositif d'information sur le label que le fonds L.224-115 (« Préalablement »/« Avant » la conclusion d'un contrat...) : numéro glissé, contenu concordant.		2026-09-26
juste	27098a4b00b46220	senat	616	Adopté	LE GOUVERNEMENT	L215-2-4	5	oui	visee	senat/leg-pjl12-810.html	38	Article 38	ires. » III. - L'article L. 215-2-3 du même code devient l'article L. 218-1-4. IV. - L'article L. 215-2-4 du même code est abrogé. Article 39 (Non modifié) L'article L. 218-2 du code de la consommatio	A. - Alinéa 18 Remplacer cet alinéa par deux alinéas ainsi rédigés : IV - L’article L. 215-2-4 du code de la consommation est ainsi rédigé : « Art. L. 215-2-4. - Les agents mentionnés à l'article L. 215-1 sont habilités à rechercher et à constater, dans les conditions prévues au présent livre, les infractions aux dispositions du chapitre VII du titre V du livre V du code de l'environnement lorsqu'elles concernent des […]	L215-2-4 (2012-12-27) — écrit par la loi du dossier, 2014-03-19 : Les agents mentionnés à l'article L. 215-1 sont habilités à rechercher et à constater, dans le […] ‖ avant, 2012-12-27 : Les agents mentionnés à l'article L. 215-1 sont habilités à rechercher et à constater, dans les conditions prévues au présent livre, les infraction […]	//www.senat.fr/amendements/2012-2013/810/Amdt_616.html	juste		sonnet-juge-a	sonnet-juge-b		« IV - L'article L. 215-2-4 du code de la consommation est ainsi rédigé » : réécriture entière et nommée.	« L'article L. 215-2-4... est ainsi rédigé : « Art. L. 215-2-4. - ... » » : réécriture nommée.		2026-09-26
juste	273067c75644075c	assemblee	2097	Non soutenu	Mme Annick Le Loch	L112-13	1	oui	visee	assemblee/14-ta-commission-r2673-a0.asp	5	ART. 5	e chapitre II du titre Ier du livre Ier du code de la consommation est complété par un article L. 112-13 ainsi rédigé : « Art. L. 112-13. – Les conditions dans lesquelles la déclaration nutritionnell	I. – Rédiger ainsi l’alinéa 2 : « Le chapitre II du titre Ier du livre Ier du code de la consommation est complété par un article L. 112‑13 ainsi rédigé : ». II. – En conséquence, à l’alinéa 3, substituer à la référence : « Art. L. 3232‑8 » la référence : « Art. L 112‑13 ». III. – En conséquence, supprimer les alinéas 5 et 6.	L112-13 (2016-01-28) — écrit par la loi du dossier, 2016-01-28 : Les conditions dans lesquelles la déclaration nutritionnelle obligatoire prévue par le règlement (UE) n° 1169/2011 du Parlement européen et du Conseil, du 25 octobre 2011, concernant l'information des consommateurs sur les denrées alimentaires, modifiant  […]		juste		sonnet-juge-a	sonnet-juge-b		Le II corrige la référence « Art. L. 3232-8 » en « Art. L 112-13 » à l'alinéa qui crée l'article, et le III supprime des alinéas redondants : modifie la désignation même de l'article créé.	Rédige l'alinéa qui institue « L. 112-13 » et rebaptise le paragraphe substantiel « Art. L 112-13 » à la place de L.3232-8 : déplace le contenu détaillé vers A, une réécriture, non un simple renvoi (texte complet de l'amendement id 39711, discussion en clair dans le corpus).		2026-09-26
juste	287fcb2063fb0752	senat	478	Rejeté	M. LE CAM	L311-17	1	oui	visee	senat/leg-pjl12-810.html	19 ter	Article 19 ter	19 ter (Non modifié) À la première phrase du premier alinéa et au deuxième alinéa de l'article L. 311-17 du code de la consommation, les mots : « commerciaux et promotionnels » sont remplacés par les	Rédiger ainsi cet article : L’article L. 311‑17 du code de la consommation est ainsi rédigé : « Art. L. 311‑17. – Aucun crédit renouvelable ne peut être associé à une carte ouvrant droit à des avantages commerciaux et promotionnels ou à une carte de paiement. »	L311-17 (1993-07-27) — écrit par la loi du dossier, 2014-12-18 : Lorsque le crédit renouvelable mentionné à l'article L. 311-16 est assorti d'une carte ouvrant  […] ‖ avant, 2011-05-01 : Lorsque le crédit renouvelable mentionné à l'article L. 311-16 est assorti de l'usage d'une carte ouvrant droit à des avantages commerciaux et prom […]	//www.senat.fr/amendements/2012-2013/810/Amdt_478.html	juste		sonnet-juge-a	sonnet-juge-b		« L'article L. 311-17 ... est ainsi rédigé » : réécriture entière et nommée.	« Rédiger ainsi cet article : L'article L. 311-17... est ainsi rédigé... » : réécriture nommée.		2026-09-26
juste	28c6a400d71ee8c6	senat	660	Adopté	LE GOUVERNEMENT	L218-4	1	oui	visee	senat/leg-pjl12-810.html	40	Article 40	es informations dont elle a eu connaissance dans ce cadre. » Article 40 (Non modifié) L'article L. 218-4 du code de la consommation est ainsi modifié : 1° Au premier alinéa, les mots : « qu'un lot de	Rédiger ainsi cet article : L’article L. 218‑4 du code de la consommation est ainsi rédigé : « Art. L. 218‑4. – S’il est établi que des produits ne sont pas conformes à la réglementation en vigueur ou présentent ou sont susceptibles de présenter, compte tenu de leurs conditions communes de production ou de commercialisation, un danger pour la santé publique ou la sécurité des consommateurs, le préfet ou, à Paris, le  […]	L218-4 (2001-08-25) — écrit par la loi du dossier, 2014-03-19 : S'il est établi que des produits ne sont pas conformes à la réglementation en vigueur ou présent […] ‖ avant, 2004-07-10 : S'il est établi qu'un lot de produits présente ou est susceptible de présenter, compte tenu de leurs conditions communes de production ou de commer […]	//www.senat.fr/amendements/2012-2013/810/Amdt_660.html	juste		sonnet-juge-a	sonnet-juge-b		« L'article L. 218-4 du code de la consommation est ainsi rédigé » : réécriture entière et nommée.	« L'article L. 218-4... est ainsi rédigé : « Art. L. 218-4. – ... » » : réécriture nommée.		2026-09-26
juste	2d8c1b276a9f0a66	senat	105	Non soutenu	M. REPENTIN	L331-5	5	oui	visee	senat/leg-pjl08-448.html	21	Article 21	onnel avec liquidation judiciaire. » ; 5° Les premier, deuxième et dernier alinéas de l'article L. 331-5 sont supprimés. Article 22 Le chapitre III du titre III du livre III du même code est ainsi mod	Rédiger comme suit le 5° de cet article : 5° L'article L. 331‑5 du code de la consommation est ainsi modifié : a) Le premier alinéa est ainsi rédigé : « La saisine du juge de l'exécution aux fins de suspensions des procédures d'exécution, peut intervenir avant la décision de recevabilité visée à l'article L. 331‑3, à l'initiative du président de la commission, du délégué de ce dernier et du représentant local de la B […]	L331-5 (1993-07-27) — écrit par la loi du dossier, 2010-11-01 : A la demande du débiteur, la commission peut saisir, avant la décision de recevabilité visée à l […] ‖ avant, 2007-01-01 : La commission peut saisir le juge de l'exécution aux fins de suspension des procédures d'exécution diligentées contre le débiteur et portant sur le […]	//www.senat.fr/amendements/2008-2009/448/Amdt_105.html	juste		sonnet-juge-a	sonnet-juge-b		« 5° L'article L. 331-5 du code de la consommation est ainsi modifié : a) Le premier alinéa est ainsi rédigé » : modification directe.	« L'article L. 331-5... est ainsi modifié : a) Le premier alinéa est ainsi rédigé... » : modifie A nommément.		2026-09-26
