verdict	cle	chambre	amendement	sort	auteur	article	formule	dossier	subdivision	dispositif	article_du_fonds	url	verdict_bis	verdict_ter	juge	juge_bis	juge_ter	commentaire	commentaire_bis	commentaire_ter	date_jugement
juste	0f7c120a03f64563	assemblee	13273	Adopté	M. Jean Jacques Vlody	L113-3	inséré	JORFDOLE000026349687	APRÈS ART. 5	Après le premier alinéa de l’article L. 113-3 du code de la consommation, est inséré un alinéa ainsi rédigé : « Dans les départements d’outre-mer et les collectivités d’outre-mer de Saint-Martin et de Saint-Barthélemy, en cas de situation conjoncturelle où le prix de cession par leur producteur de produits agricoles périssables ou de produits issus de cycles courts de production est anormalement bas par rapport à la moyenne des prix observés lors de la période correspondante de la précédente campagne, l’observatoire des prix, mentionné au Titre Ier A du Livre IX du code de commerce, peut propo […]	L113-3 (1993-07-27) Tout vendeur de produit ou tout prestataire de services doit, par voie de marquage, d'étiquetage, d'affichage ou par tout autre procédé approprié, informer le consommateur sur les prix, les limitations éventuelles de la responsabilité contractuelle et les conditions particulières de la vente, selon des modalités fixées […]		juste		sonnet-A	sonnet-B		Insère un alinéa après le premier alinéa de L. 113-3 lui-même, modification interne de l'article visé.	Insère un alinéa après le premier alinéa de L. 113-3, ce qui modifie l'article lui-même.		2026-09-24
juste	100edf72460cb6ef	assemblee	3507	Rejeté	Mme Jeanine Dubié	L311-9	inséré	JORFDOLE000027383756	ART. 18	"Après l’alinéa 2, insérer l’alinéa suivant : « I bis. - Après la première phrase de l’article L. 311‑9 du code de la consommation, il est inséré une phrase ainsi rédigée : ""Lorsque le contrat porte sur un crédit renouvelable, le prêteur exige notamment la présentation par l’emprunteur des relevés de compte bancaire du compte où sont domiciliés ses principaux revenus, pour les trois derniers mois."" »."	L311-9 (1993-07-27) Lorsqu'il s'agit d'une ouverture de crédit qui, assortie ou non de l'usage d'une carte de crédit, offre à son bénéficiaire la possibilité de disposer de façon fractionnée, aux dates de son choix, du montant du crédit consenti, l'offre préalable n'est obligatoire que pour le contrat initial. Elle précise que la durée du […]		juste		sonnet-A	sonnet-B		Insère une phrase après la première phrase de L. 311-9 du code de la consommation, modification interne directe.	Insère une phrase après la première phrase de L. 311-9, modification directe.		2026-09-24
juste	1052c963b4261c60	assemblee	13004	Non soutenu	M. Joël Giraud	L313-30	rédigés	JORFDOLE000032319792	ART. 29 BIS B	Compléter cet article par les trois alinéas suivants : « III. – Les deux derniers alinéas de l’article L. 313‑30 du code de la consommation sont ainsi rédigés : « Au-delà de la période de douze mois susmentionnée, l’emprunteur peut résilier le contrat tous les ans tel que mentionné dans l’article L. 113‑12 du code des assurances ou au deuxième alinéa de l’article L. 221‑10 du code de la mutualité et procéder à sa substitution dans les mêmes conditions que prévues au premier alinéa du présent article. Toute clause contraire est réputée non écrite. « Toute décision de refus est motivée. ».	L313-30 (2016-07-01) Jusqu'à la signature par l'emprunteur de l'offre mentionnée à l'article L. 313-24, le prêteur ne peut pas refuser en garantie un autre contrat d'assurance dès lors que ce contrat présente un niveau de garantie équivalent au contrat d'assurance de groupe qu'il propose. Il en est de même lorsque l'emprunteur fait usage d […]		juste		sonnet-A	sonnet-B		Réécrit les deux derniers alinéas de L. 313-30 du code de la consommation, modification directe.	Réécrit les deux derniers alinéas de L. 313-30 (variante quasi identique de l'amendement 13036).		2026-09-24
juste	10d196e887274fcc	assemblee	42030	Retiré	Mme Sandra Marsaud	L224-37-1	rédigé	JORFDOLE000046027237	ART. 7	Substituer à l’alinéa 8 les trois alinéas suivants : « Après l’article L. 224‑37 du code de la consommation, il est inséré un article L. 224‑37‑1 ainsi rédigé : « Art. L. 224‑37‑1 . – Un contrat donnant accès à l’internet ou à un service de communications vocales peut être résilié, par anticipation et sans aucun frais, par un consommateur qui a formé une demande de traitement de situation de surendettement déclarée recevable dans les conditions fixées aux articles L. 711‑1 et L. 7211 à L. 721‑7 du code de la consommation. « Les frais mentionnés au précédent alinéa sont constitués par les monta […]	L224-37-1 (2023-01-01) Un contrat donnant accès à internet ou à un service de communications vocales peut être résilié, par anticipation, par un consommateur qui a formé une demande de traitement de situation de surendettement jugée recevable dans les conditions fixées aux articles L. 711-1 et L. 721-1 à L. 721-7. En application du premier a […]		juste		sonnet-A	sonnet-B		Crée l'article L. 224-37-1 lui-même (insertion après L. 224-37), création explicitement couverte par la définition de « vise ».	Crée l'article L. 224-37-1 du code de la consommation, rédigé en entier dans le dispositif.		2026-09-24
juste	13e1798d01a5f7c2	assemblee	36041	Rejeté	M. André Chassaigne	L121-1-1	inséré	JORFDOLE000031589829	APRÈS ART. 24	Après le 22° de l’article L. 121‑1‑1 du code de la consommation, il est inséré un 23° ainsi rédigé : « 23° De collecter des données personnelles lors d’une connexion sur les réseaux de communications électroniques afin de géolocaliser l’internaute et de lui proposer une publicité ciblée ».	L121-1-1 (2008-08-06) Sont réputées trompeuses au sens de l'article L. 121-1 les pratiques commerciales qui ont pour objet : 1° Pour un professionnel, de se prétendre signataire d'un code de conduite alors qu'il ne l'est pas ; 2° D'afficher un certificat, un label de qualité ou un équivalent sans avoir obtenu l'autorisation nécessaire ; 3°  […]		juste		sonnet-A	sonnet-B		Insère un 23° après le 22° de L. 121-1-1 lui-même, modification interne directe de l'article visé.	Insère un 23° après le 22° de L. 121-1-1, modification directe.		2026-09-24
juste	16474895e03c5c89	assemblee	26097	Retiré	M. Damien Abad	L141-1-2	complété	JORFDOLE000029883713	APRÈS ART. 11 BIS	Le III de l’article L. 141‑1‑2 du code de consommation est complété par une phrase ainsi rédigée : « À peine de nullité, les actes des agents mentionnés à l’article L. 215‑1 ne peuvent constituer une incitation à commettre des infractions. ».	L141-1-2 (2014-03-19) I. ― L'autorité administrative chargée de la concurrence et de la consommation est l'autorité compétente pour prononcer les amendes administratives sanctionnant les manquements aux I à III de l'article L. 141-1 ainsi que l'inexécution des mesures d'injonction prévues au VII du même article L. 141-1. II. ― L'action de l […]		juste		sonnet-A	sonnet-B		Complète le III de L. 141-1-2 (« code de consommation », même code malgré la coquille) par une phrase, modification directe.	Complète le III de L. 141-1-2 par une phrase, modification directe.		2026-09-24
faux	170a2a0c6a9ad229	assemblee	47111	Adopté	M. Freddy Sertin	L315-14	inséré	JORFDOLE000049262627	APRÈS ART. PREMIER	I. – Le code de l’action sociale est ainsi modifié : 1° Après la section 4 du chapitre II du titre I er du livre III, est ajoutée une section 4 bis ainsi rédigée : « Section 4 bis : Coopérations « Sous-section unique : Groupement territorial social et médico-social « Art. L. 312‑7-2 . – I. – Les établissements publics mentionnés aux I et II de l’article L. 313‑12, les accueils de jour autonomes publics et les services à domicile publics mentionnés au 6° du I de l’article L. 312‑1, à l’exception de ceux gérés par un centre communal ou intercommunal d’action sociale ou une collectivité territori […]	L315-14 (2016-07-01) Le débiteur perd également le bénéfice du terme lorsqu'il change l'affectation du bien hypothéqué ou lorsqu'il refuse au créancier l'accès de l'immeuble hypothéqué pour s'assurer de son bon état d'entretien et de conservation ou en cas de prêt viager hypothécaire à versement périodique d'intérêts, lorsqu'il est défaill […]		faux		sonnet-A	sonnet-B		Le L. 315-14 modifié au 3° est celui du code de l'action sociale et des familles (même I introductif que L. 314-7), homonyme du code de la consommation.	L. 315-14 visé est celui du code de l'action sociale et des familles (délibérations des groupements territoriaux), homonyme du code de la consommation ; le texte réel de L. 315-14 consommation (perte du bénéfice du terme) n'a aucun rapport.		2026-09-24
juste	18f6a747c75763ba	assemblee	40902	Retiré	M. Pierre Cordier	L242-16	modifié	JORFDOLE000046027237	APRÈS ART. 9	Le premier alinéa de l’article L. 242‑16 du code de la consommation est ainsi modifié : 1° Le montant : « 15 000 euros » est remplacé par le montant : « 75 000 euros » ; 2° Le montant : « 75 000 euros » est remplacé par le montant : « 375 000 euros ».	L242-16 (2016-07-01) Tout manquement aux dispositions des articles L. 223-1 à L. 223-5 est passible d'une amende administrative dont le montant ne peut excéder 15 000 euros pour une personne physique et 75 000 euros pour une personne morale. Cette amende est prononcée dans les conditions prévues au chapitre II du titre II du livre V.		juste		sonnet-A	sonnet-B		Modifie le premier alinéa de L. 242-16 du code de la consommation par substitution de montants.	Modifie directement le premier alinéa de L. 242-16 (montants de l'amende).		2026-09-24
juste	1a72176eebbb09f6	assemblee	27506	Adopté	M. Joël Giraud	L121-102	modifié	JORFDOLE000029883713	APRÈS ART. 11 BIS	L’article L. 121-102 du code de la consommation est ainsi modifié : 1° À la première phrase du premier alinéa, le mot : « vingt-quatre » est remplacé par le mot : « soixante-douze » ; 2° La seconde phrase du premier alinéa est supprimée ; 3° Après le premier alinéa, il est inséré un alinéa ainsi rédigé : « L’exercice du droit de rétractation met fin aux obligations des parties. Le consommateur rembourse au professionnel le prix perçu et, en contrepartie, ce dernier lui restitue le ou les objets achetés. À défaut de restitution du ou des objets achetés, le professionnel verse au consommateur un […]	L121-102 (2014-03-19) Le consommateur dispose d'un délai de vingt-quatre heures à compter de la signature du contrat pour exercer son droit de rétractation, sans avoir à justifier de motifs ni à payer de pénalités. L'exécution des obligations contractuelles incombant aux parties est suspendue jusqu'à l'expiration de ce délai de rétractation […]		juste		sonnet-A	sonnet-B		Modifie L. 121-102 du code de la consommation en trois points (délai, phrase supprimée, alinéa ajouté).	Modifie directement L. 121-102 (délai de rétractation et alinéa ajouté).		2026-09-24
juste	1c9e66f3136abd20	assemblee	26736	Adopté	M. Yves Jégo	L121-1	inséré	JORFDOLE000029883713	APRÈS ART. 11	Après le 2° du I de l’article L. 121‑1 du code de la consommation, il est inséré un 2° bis ainsi rédigé : « 2° bis Lorsqu’elle appose ou fait apparaître un drapeau bleu blanc rouge sur un produit vendu en France qui ne bénéficie pas d’une appellation d’origine, d’une indication géographique ou qui n’a pas fait l’objet d’un processus de certification attestant son origine française ; ».	L121-1 (1993-07-27) Est interdite toute publicité comportant, sous quelque forme que ce soit, des allégations, indications ou présentations fausses ou de nature à induire en erreur, lorsque celles-ci portent sur un ou plusieurs des éléments ci-après ; existence, nature, composition, qualités substantielles, teneur en principes utiles, esp […]		juste		sonnet-A	sonnet-B		Insère un 2° bis après le 2° du I de L. 121-1 lui-même, modification interne directe de l'article visé.	Insère un 2° bis après le 2° du I de L. 121-1, modification directe.		2026-09-24
