verdict	cle	chambre	amendement	sort	auteur	dossier	article	segment	longueur_fenetre	vise	nb_segments_fenetre	fenetre	dispositif	segment_texte	url	verdict_bis	verdict_ter	juge	juge_bis	juge_ter	commentaire	commentaire_bis	commentaire_ter	date_jugement
juste	9e8ca00588966c4b	senat	730	Adopté	LE GOUVERNEMENT	JORFDOLE000036562265	L423-3	LEGIARTI000037556802:3	60	oui	1	lorsque des mesures de retrait ou de rappel sont mises en œu	Après l’article 11 quindecies Insérer un article additionnel ainsi rédigé : I. – Le code de la consommation est ainsi modifié : 1° L’article L. 423‑3 est complété par un alinéa ainsi rédigé : « Lorsque des mesures de retrait ou de rappel sont mises en œuvre, les producteurs et les distributeurs établissent et maintiennent à jour un état chiffré des produits retirés ou rappelés, qu’ils tiennent à l […]	Dans le secteur alimentaire et de l'alimentation animale, lorsque des mesures de retrait ou de rappel sont mises en œuvre, les producteurs et les distributeurs établissent et maintiennent à jour un état chiffré des produits retirés ou rappelés, qu'ils tiennent à la disposition des agents habilités.	//www.senat.fr/amendements/2017-2018/571/Amdt_730.html	juste		agent:claude-sonnet-5	agent:claude-sonnet-5		Le 1° du dispositif complète L423-3 par l'alinéa sur l'« état chiffré des produits retirés ou rappelés » ; absent de la version antérieure à 2018, présent dans la version créée le 2018-11-02, à laquelle seul le membre de phrase « Dans le secteur alimentaire et de l'alimentation animale » a été ajouté ensuite.	Le 1° complète L.423-3 par l'alinéa sur l'état chiffré des produits retirés/rappelés ; la version LEGIARTI000037556802 (depuis 2018-11-02) reprend ce texte mot pour mot, précédé d'un ajout de portée (« Dans le secteur alimentaire et de l'alimentation animale »). Adopté.		2026-09-21
juste	a19a6e325eb1b5db	senat	517	Adopté	Mme BATAILLE	JORFDOLE000027383756	L121-84-10-1	LEGIARTI000028742160:0	60	sans visée	1	sseur de services de communications électroniques aux person	Après l’article 9 Insérer un article additionnel ainsi rédigé : I. - Après l’article L. 121‑84‑10 du code de la consommation, il est inséré un article L. 121‑84‑11 ainsi rédigé : « Art. L. 121-84-1. - Aucun frais lié au rejet de paiement ne peut être imputé par un fournisseur de services de communications électroniques aux personnes physiques n’agissant pas pour des besoins professionnels qui se t […]	Aucuns frais liés au rejet de paiement ne peuvent être imputés par un fournisseur de services de communications électroniques aux personnes physiques n'agissant pas pour des besoins professionnels qui se trouvent en état de fragilité eu égard notamment à leurs ressources.	//www.senat.fr/amendements/2012-2013/810/Amdt_517.html	juste		agent:claude-sonnet-5	agent:claude-sonnet-5		Le I crée un article (« Aucun frais lié au rejet de paiement ne peut être imputé par un fournisseur de services de communications électroniques... ») codifié en L121-84-10-1 (version créée le 2014-03-19), texte identique au singulier/pluriel près.	Le I insère « Art. L. 121-84-11 » sur l'absence de frais de rejet de paiement pour les personnes fragiles ; la version_article LEGIARTI000028742160 (depuis 2014-03-19, article renuméroté L.121-84-10-1) reprend ce texte à l'accord près. Adopté.		2026-09-21
juste	a1c027e724557058	assemblee	48	Adopté	M. Frédéric Barbier	JORFDOLE000027383756	L121-45	LEGIARTI000028744506:2	60	sans visée	1	premier alinéa agrègent les signalements par numéro des éme	Substituer à l’alinéa 12 les deux alinéas suivants : « Les fournisseurs mentionnés au premier alinéa agrègent les signalements par numéro des émetteurs des appels et messages textuels non sollicités ainsi que par numéro auquel le consommateur est invité à envoyer un message textuel ou qu’il est incité à appeler. Les opérateurs mentionnés au premier alinéa de l’article L. 121-42 sont informés des n […]	Les fournisseurs mentionnés au même premier alinéa agrègent les signalements par numéro des émetteurs des appels et messages textuels non sollicités ainsi que par numéro auquel le consommateur est invité à envoyer un message textuel ou qu'il est incité à appeler. Les opérateurs mentionnés au premier alinéa de l'article L. 121-42 sont informés des numéros les concernant.		juste		agent:claude-sonnet-5	agent:claude-sonnet-5		L'amendement 48 substitue à l'alinéa 12 un texte dont le premier alinéa (« Les fournisseurs mentionnés au premier alinéa agrègent... ») se retrouve, légèrement reformulé, au 3e alinéa de la version créée le 2016-03-18 de L121-45.	Le premier des deux alinéas substitués à l'alinéa 12 (« Les fournisseurs mentionnés au premier alinéa agrègent les signalements... ») correspond au 3e alinéa de LEGIARTI000028744506 (article renuméroté L.121-45). Adopté.		2026-09-21
juste	a4d66d9444dc10fa	senat	947	Adopté	LE GOUVERNEMENT	JORFDOLE000037080861	L222-16-1	LEGIARTI000038612265:1	60	oui	1	est également interdite toute publicité, directe ou indirect	A. – Alinéa 4 Supprimer les mots : par une des personnes entrant dans le champ d’application de l’article L. 54‑10‑3 B. – Alinéas 31 à 35 Remplacer ces alinéas par quatre alinéas ainsi rédigés : 1° Après le premier alinéa de l’article L. 222‑16‑1, sont insérés trois alinéas ainsi rédigés : « Est également interdite toute publicité, directe ou indirecte, diffusée par voie électronique ayant pour ob […]	Est également interdite toute publicité, directe ou indirecte, diffusée par voie électronique ayant pour objet d'inviter une personne, par le biais d'un formulaire de réponse ou de contact, à demander ou à fournir des informations complémentaires, ou à établir une relation avec l'annonceur, en vue d'obtenir son accord pour la réalisation d'une opération relative à :	//www.senat.fr/amendements/2018-2019/255/Amdt_947.html	juste		agent:claude-sonnet-5	agent:claude-sonnet-5		Le B du dispositif insère trois alinéas après le premier de L222-16-1 ; le deuxième (« Est également interdite toute publicité, directe ou indirecte... ») est repris mot pour mot dans la version créée le 2019-05-24 du fonds.	Le 1° insère après le premier alinéa de L.222-16-1 trois alinéas dont « Est également interdite toute publicité, directe ou indirecte... » qui ouvre exactement le segment codifié. Adopté.		2026-09-21
juste	a74ec8d23a94c7db	senat	730	Adopté	LE GOUVERNEMENT	JORFDOLE000036562265	L452-7	LEGIARTI000037549930:0	60	oui	1	fait de ne pas satisfaire aux obligations énoncées au quatri	Après l’article 11 quindecies Insérer un article additionnel ainsi rédigé : I. – Le code de la consommation est ainsi modifié : 1° L’article L. 423‑3 est complété par un alinéa ainsi rédigé : « Lorsque des mesures de retrait ou de rappel sont mises en œuvre, les producteurs et les distributeurs établissent et maintiennent à jour un état chiffré des produits retirés ou rappelés, qu’ils tiennent à l […]	Le fait de ne pas satisfaire aux obligations énoncées au quatrième alinéa de l'article L. 423-3 est puni de 5 000 € d'amende.	//www.senat.fr/amendements/2017-2018/571/Amdt_730.html	juste		agent:claude-sonnet-5	agent:claude-sonnet-5		Le 3° du dispositif crée « Art. L. 452-7 » (« Le fait de ne pas satisfaire aux obligations énoncées au quatrième alinéa de l'article L. 423-3 est puni d'une amende de 5 000 euros. »), texte identique à la version créée le 2018-11-02.	Le 3° insère « Art. L. 452-7. – Le fait de ne pas satisfaire aux obligations énoncées au quatrième alinéa de l'article L. 423-3 est puni d'une amende de 5 000 euros. », identique au segment (reformulation mineure de la sanction). Adopté.		2026-09-21
juste	b346e843d4528976	senat	947	Adopté	LE GOUVERNEMENT	JORFDOLE000037080861	L222-16-1	LEGIARTI000038612265:2	60	oui	1	iture de services sur actifs numériques au sens de l'article	A. – Alinéa 4 Supprimer les mots : par une des personnes entrant dans le champ d’application de l’article L. 54‑10‑3 B. – Alinéas 31 à 35 Remplacer ces alinéas par quatre alinéas ainsi rédigés : 1° Après le premier alinéa de l’article L. 222‑16‑1, sont insérés trois alinéas ainsi rédigés : « Est également interdite toute publicité, directe ou indirecte, diffusée par voie électronique ayant pour ob […]	a) La fourniture de services sur actifs numériques au sens de l'article L. 54-10-2 du même code, à l'exception de ceux pour la fourniture desquels l'annonceur est agréé dans les conditions prévues à l'article L. 54-10-5 dudit code ;	//www.senat.fr/amendements/2018-2019/255/Amdt_947.html	juste		agent:claude-sonnet-5	agent:claude-sonnet-5		Le a) de l'insertion (« La fourniture de services sur actifs numériques... dudit code ; ») figure mot pour mot au 3e alinéa (marqué « a) ») de la version créée le 2019-05-24 de L222-16-1.	Le 1° de l'amendement 947 insère, en 1° de la liste, « La fourniture de services sur actifs numériques au sens de l'article L. 54-10-2... », devenu le a) du segment codifié L.222-16-1 (LEGIARTI000038612265). Adopté.		2026-09-21
juste	bb78007a8e2c1564	senat	508 rect. bis	Adopté	M. REQUIER	JORFDOLE000031589829	L122-22	LEGIARTI000033206982:0	60	sans visée	1	urnisseur qui se prévaut d'une offre de service de coffre-fo	Après l’article 40 AA Insérer un article additionnel ainsi rédigé : I. – Le titre I er du livre III du code des postes et des communications électroniques est complété par un article L. 137 ainsi rédigé : « Art. L. 137 – Un service de coffre‑fort numérique est un service qui a pour objet : « a) la réception, le stockage, la suppression et la transmission de données ou documents électroniques dans  […]	Le fournisseur qui se prévaut d'une offre de service de coffre-fort numérique défini aux 1° à 5° de l'article L. 137 du code des postes et des communications électroniques et qui ne respecte pas les obligations qui y sont énoncées est passible des sanctions prévues aux articles L. 132-2 et L. 132-3 du présent code.	//www.senat.fr/amendements/2015-2016/535/Amdt_508.html	juste		agent:claude-sonnet-5	agent:claude-sonnet-5		Amendement identique à 423 et à 34 rect. bis (même dispositif, votés ensemble), tous trois à l'origine du même article codifié en L122-22.	Amendement identique aux 423 et 34 rect. bis : même article additionnel sur le coffre-fort numérique, texte codifié en L.122-22 inchangé. Adopté.		2026-09-21
juste	c7e70614eb3a14bb	senat	614 rect.	Adopté	LE GOUVERNEMENT	JORFDOLE000031589829	L112-8	LEGIARTI000048050276:0	60	sans visée	2	ntreprises dont le chiffre d'affaires est supérieur à un seu	Rédiger ainsi cet article : I. – Après le o du I de l’article L. 33‑1 du code des postes et des communications électroniques, il est inséré un p ainsi rédigé : « p) Un accès des utilisateurs finals sourds , malentendants, sourdaveugles et aphasiques à une offre de services de communications électroniques, incluant pour les appels passés et reçus, la fourniture, d’un service de traduction simultané […]	Les entreprises dont le chiffre d'affaires est supérieur à un seuil défini par décret rendent le numéro de téléphone destiné à recueillir l'appel d'un consommateur en vue d'obtenir la bonne exécution d'un contrat conclu avec un professionnel ou le traitement d'une réclamation accessible aux personnes sourdes, malentendantes, sourdaveugles et aphasiques par la mise à disposition d'un service de tra […]	//www.senat.fr/amendements/2015-2016/535/Amdt_614.html	juste		agent:claude-sonnet-5	agent:claude-sonnet-5		Le second alinéa introduit en 2016 par l'amendement 614 rect. (« Les services d'accueil téléphonique concernés... exécution. ») est conservé mot pour mot dans la version créée le 2023-09-08 de L112-8, à laquelle seul un troisième alinéa a été ajouté.	Le premier alinéa créé par le III (« Les entreprises dont le chiffre d'affaires est supérieur à un seuil défini par décret rendent... ») reste inchangé dans la version 2023 de L.112-8 (LEGIARTI000048050276) : seuls les alinéas suivants ont été modifiés. Adopté.		2026-09-21
juste	cab9bdde056e3b04	assemblee	48	Adopté	M. Frédéric Barbier	JORFDOLE000027383756	L121-46	LEGIARTI000028744509:0	60	sans visée	1	s modalités du mécanisme de signalement prévu à l'article l.	Substituer à l’alinéa 12 les deux alinéas suivants : « Les fournisseurs mentionnés au premier alinéa agrègent les signalements par numéro des émetteurs des appels et messages textuels non sollicités ainsi que par numéro auquel le consommateur est invité à envoyer un message textuel ou qu’il est incité à appeler. Les opérateurs mentionnés au premier alinéa de l’article L. 121-42 sont informés des n […]	Les modalités du mécanisme de signalement prévu à l'article L. 121-42 et les modalités selon lesquelles les opérateurs sont informés des numéros les concernant en application de l'article L. 121-45 sont fixées par décret.		juste		agent:claude-sonnet-5	agent:claude-sonnet-5		L'amendement 48 crée « Art. L. 121-42-4 » (« Les modalités du mécanisme de signalement prévu à l'article L. 121-42... sont fixées par décret. »), devenu L121-46 (version créée le 2016-03-18), texte identique.	Le second alinéa substitué crée « Art. L. 121-42-4. – Les modalités du mécanisme de signalement prévu à l'article L. 121-42... », devenu L.121-46 (LEGIARTI000028744509) avec la référence interne mise à jour (L.121-42-3→L.121-45). Adopté.		2026-09-21
juste	db263b2db963a823	senat	7 rect. bis	Adopté	Mme PROCACCIA	JORFDOLE000021490698	L331-3-1	LEGIARTI000022423205:4	60	oui	1	nonobstant toute disposition légale ou toute clause contract	Après l'article 7 undecies, insérer un article additionnel ainsi rédigé : L'article L. 331-3-1 du code de la consommation est complété par un alinéa ainsi rédigé : « Nonobstant toute disposition légale ou toute clause contractuelle, aucune indivisibilité, résiliation ou résolution d'un contrat en cours ne peut résulter du seul fait de la décision déclarant la recevabilité de la demande. »	Nonobstant toute disposition légale ou toute clause contractuelle, aucune indivisibilité, résiliation ou résolution d'un contrat en cours ne peut résulter du seul fait de la décision déclarant la recevabilité de la demande.	//www.senat.fr/amendements/2009-2010/704/Amdt_7.html	juste		agent:claude-sonnet-5	agent:claude-sonnet-5		L'amendement complète L331-3-1 par l'alinéa (« Nonobstant toute disposition légale ou toute clause contractuelle... recevabilité de la demande. »), repris mot pour mot en dernier alinéa de la version créée le 2010-11-01 du fonds.	L'amendement complète L.331-3-1 par l'alinéa « Nonobstant toute disposition légale ou toute clause contractuelle... recevabilité de la demande. », repris mot pour mot par le segment codifié. Adopté.		2026-09-21
