verdict	cle	voie	hote	legi	distance_hote	texte	article_du_texte	numero_cite	code_cite	article_du_fonds	mention_hote	contexte	url
juste	0078a9b36d07830c	declaree	suppose	non	17931	assemblee/14-ta-ta0176.asp	22 bis	L333-7	code de la consommation	L333-7 (1993-07-27) Les dispositions du présent titre sont applicables aux contrats en cours au 2 janvier 1990.	articuliers (Division et intitulé nouveaux) Article 22 bis (nouveau) I. – Le chapitre III du titre III du livre III du code de la consommation est ainsi modifié : 1° Est insérée une section 1 intitulée : « Dispositions communes relatives au traitement des situations de surendett	ionnels domiciliées en France, ainsi qu’à celles domiciliées hors de France qui bénéficient d’une mesure de traitement de leur situation de surendettement en application du présent titre III. « Art. L. 333-22. – Dans les départements d’outre-mer, à Saint-Barthélemy, à Saint-Martin, à Mayotte et à Saint-Pierre-et-Miquelon, l’institut d’émission des départements d’outre-mer exerce, en liaison avec la Banque de France, les attributions dévolues à celle-ci par le présent chapitre. » II. – L’article L. 333-7 du même code devient l’article L. 333-23. III. – À la seconde phrase de l’article L. 311-9 et au quatrième alinéa de l’article L. 311-16 du même code, après la référence : « L. 333-5 », sont insérés les mots : « , et le registre national des crédits aux particuliers prévu à l’article L. 333-6, dans les conditions prévues par le décret mentionné à l’article L. 333-13 ». IV. – La première phrase de l’article L. 313-9 du même code est complétée par les mots : « et au registre national des	http://www.assemblee-nationale.fr/14/ta/ta0176.asp
juste	0086061c204f6801	declaree	suppose	oui	1392	assemblee/14-projets-pl1357.asp	18 d	L333-4	code de la consommation	L333-4 (1993-07-27) Il est institué un fichier national recensant les informations sur les incidents de paiement caractérisés liés aux crédits accordés aux personnes physiques pour des besoins non professionnels. Ce fichier est géré par la Banque de France. Il est soumis aux dispositions de la loi n° 78-17 du 6 janvier […]	III Crédit et assurance Section 1 Crédit à la consommation Articles 18 A, 18 B et 18 C (Conformes) Article 18 D I. – Le code de la consommation est ainsi modifié : 1° À la deuxième phrase de l’avant-dernier alinéa de l’article L. 331-6, au 1° et à la première phrase du huitième a	néa de l’article L. 332-10 est complété par une phrase ainsi rédigée : « Le plan peut cependant excéder cette durée lorsque les mesures qu’il comporte concernent le remboursement de prêts contractés pour l’achat d’un bien immobilier constituant la résidence principale dont elles permettent d’éviter la cession ou lorsqu’elles permettent au débiteur de rembourser la totalité de ses dettes tout en évitant la cession du bien immobilier constituant sa résidence principale. » ; 6° Le III de l’article L. 333-4 est ainsi modifié : a) À la dernière phrase du deuxième alinéa et à la seconde phrase des troisième et quatrième alinéas, le mot : « huit » est remplacé par le mot : « sept » ; b) (Supprimé) II. – Le I entre en vigueur à la date prévue au premier alinéa du I de l’article 22 sexies de la présente loi. Il s’applique aux dossiers de surendettement déclarés recevables à cette date pour lesquels les mesures de traitement n’ont pas encore été mises en œuvre. Article 18 I. – L’article L. 311-8	https://www.assemblee-nationale.fr/14/projets/pl1357.asp
juste	009e4b4129abee3a	declaree	suppose	oui	296	senat/leg-pjl13-283.html	64	L121-79-4	code de la consommation	L121-79-4 (2010-01-01) Les personnes morales coupables de l'une des infractions prévues par les articles L. 121-79-1 et L. 121-79-2 encourent également les peines complémentaires mentionnées à l'article 131-39 du code pénal.	IV, V, VI et VII. - (Non modifiés) VII bis . - (Non modifié) La section 9 du chapitre I er du titre II du livre I er du code de la consommation est ainsi modifiée : 1° Au premier alinéa de l'article L. 121-79-2, le montant : « 15 000 € » est remplacé par le montant : « 150 000 €	Conseil d'État. » Section 5 Adaptation de sanctions pénales Article 64 I, II, III, IV, V, VI et VII. - (Non modifiés) VII bis . - (Non modifié) La section 9 du chapitre I er du titre II du livre I er du code de la consommation est ainsi modifiée : 1° Au premier alinéa de l'article L. 121-79-2, le montant : « 15 000 € » est remplacé par le montant : « 150 000 € » ; 2° Au premier alinéa de l'article L. 121-79-3, le montant : « 30 000 € » est remplacé par le montant : « 300 000 € » ; 3° L'article L. 121-79-4 est ainsi rédigé : « Art. L. 121-79-4 . - Les personnes physiques déclarées coupables de l'une des infractions prévues aux articles L. 121-79-1 et L. 121-79-2 du présent code encourent également, à titre de peines complémentaires, l'interdiction, suivant les modalités prévues à l'article 131-27 du code pénal, soit d'exercer une fonction publique ou d'exercer l'activité professionnelle ou sociale dans l'exercice ou à l'occasion de l'exercice de laquelle l'infraction a été commise, soi	http://www.senat.fr/leg/pjl13-283.html
juste	00b87d63442a61a2	declaree	suppose	oui	790	assemblee/13-ta-commission-r2150-a0.asp	1er b	L311-35	code de la consommation	L311-35 (1993-07-27) Sera puni d'une amende de 2 000 F à 200 000 F : 1° Le prêteur ou le vendeur qui, en infraction aux dispositions de l'article L. 311-17 et de l'article L. 311-27, réclame ou reçoit de l'emprunteur ou de l'acheteur un paiement sous quelque forme que ce soit ; 2° Celui qui fait signer des formules de  […]	annuel qui est remis au Parlement et au Gouvernement. » Article 1er B I. – Le chapitre Ier du titre Ier du livre III du code de la consommation est ainsi modifié : 1° Les articles L. 311-7 et L. 311-7-1 deviennent respectivement les articles L. 311-28 et L. 311-29 ; 2° L’article	cle L. 311-19 ; 5° L’article L. 311-14 devient l’article L. 311-20 ; 6° L’article L. 311-17 devient l’article L. 311-14 ; 7° Les articles L. 311-20 à L. 311-24 deviennent respectivement les articles L. 311-31 à L. 311-35 ; 8° Les articles L. 311-26 à L. 311-28 deviennent les articles L. 311-39 à L. 311-41 ; 9° L’article L. 311-30 devient l’article L. 311-24 ; 10° L’article L. 311-31 devient l’article L. 311-25 ; 11° L’article L. 311-32 devient l’article L. 311-23 ; 12° Les articles L. 311-34 et L. 311-35 deviennent respectivement les articles L. 311-48 et L. 311-49 ; 13° L’article L. 311-37 devient l’article L. 311-50 ; 14° Les articles L. 311-6, L. 311-16, L. 311-19, L. 311-25, L. 311-29 et L. 311-33 sont abrogés. II. – Au b du I de l’article 200 terdecies du code général des impôts, la référence : « L. 311-9 » est remplacée par la référence : « L. 311-16 ». III. – Le II de l’article 10 de la loi n° 89-421 du 23 juin 1989 relative à l’information et à la protection des consommateurs a	http://www.assemblee-nationale.fr/13/ta-commission/r2150-a0.asp
juste	00c07db7bf8d150c	declaree	nomme	non	-12	assemblee/dyn-15-textes-l15t0484_texte-adopte-seance	44 bis c	L511-2	code de la consommation	L511-2 (2016-07-01) Les agents habilités peuvent exercer les pouvoirs qu'ils tiennent des dispositions du présent livre et mettre en œuvre les mesures prévues au chapitre Ier du titre II sur toute l'étendue du territoire national.	és. II et III. – (Non modifiés) Article 44 bis B (Supprimé) Article 44 bis C (nouveau) I. – Après l’article L. 511-2 du code de la consommation, il est inséré un article L. 511-2-1 ainsi rédigé : « Art. L. 511-2-1. – Tous les actes mentionnés au présent livre peuvent être établis	. Article 44 bis A I. – Le code général des impôts est ainsi modifié :          – 89 – 1° Le chapitre II du titre II bis de la première partie du livre Ier et l’article 1788 sont abrogés ; 2° Au 2 du II de l’article 1647 D, les mots : « mentionné sur le récépissé de consignation prévu à l’article 302 octies du présent code » et les mots : « de ce récépissé » sont supprimés. II et III. – (Non modifiés) Article 44 bis B (Supprimé) Article 44 bis C (nouveau) I. – Après l’article L. 511-2 du code de la consommation, il est inséré un article L. 511-2-1 ainsi rédigé : « Art. L. 511-2-1. – Tous les actes mentionnés au présent livre peuvent être établis ou convertis sous format numérique et peuvent être intégralement conservés sous cette forme, dans des conditions sécurisées, sans nécessité d’un support papier. « Lorsque ces actes sont établis sous format numérique et que les dispositions du présent livre exigent qu’ils soient signés, ils font l’objet, quel qu’en soit le nom	http://www.assemblee-nationale.fr/dyn/15/textes/l15t0484_texte-adopte-seance
juste	00c3551a483f51b8	declaree	suppose	oui	6244	assemblee/14-ta-ta0295.asp	132	L312-35	code de la consommation	L312-35 (1993-07-27) Le prêteur, en infraction aux dispositions du premier alinéa de l'article L. 312-14, ou le vendeur, en infraction aux dispositions de l'article L. 312-16, ou le bailleur, en infraction aux dispositions du dernier alinéa de l'article L. 312-30, qui ne restitue pas les sommes visées à ces articles, s […]	mplacés par les mots : « des peines prévues à l’article 433-17 du code pénal ». Article 131 I. – L’article L. 213-1 du code de la consommation est ainsi modifié : 1° Au premier alinéa, les mots : « 37 500 euros au plus ou de l’une de ces deux peines seulement » sont remplacés pa	ts ou services concernés par ces mesures présentent ou sont susceptibles de présenter un danger pour la santé publique ou la sécurité des consommateurs. » XI. – Au titre II du livre II du même code, il est rétabli un chapitre III comprenant un article L. 223-1 ainsi rédigé : « Art. L. 223-1. – Est puni d’une peine de deux ans d’emprisonnement et de 30 000 € d’amende le fait de ne pas exécuter les mesures ordonnées en application de l’article L. 221-6. » Article 132 I. – Les articles L. 311-50, L. 312-35 et L. 314-17 du même code sont ainsi modifiés : 1° À la fin du premier alinéa, le montant : « 30 000 € » est remplacé par le montant : « 300 000 € » ; 2° Il est ajouté un alinéa ainsi rédigé : « Les personnes physiques déclarées coupables encourent également à titre de peines complémentaires l’interdiction, suivant les modalités prévues à l’article 131-27 du code pénal, soit d’exercer une fonction publique ou d’exercer l’activité professionnelle ou sociale dans l’exercice ou à l’occasi	http://www.assemblee-nationale.fr/14/ta/ta0295.asp
juste	00d1e050b22bd3ee	declaree	suppose	oui	546	assemblee/14-ta-ta0062.asp	23	L331-3	"code de la consommation
article 23

le code de la"	L331-3 (1993-07-27) La procédure est engagée, à la demande du débiteur, devant la commission instituée par l'article L. 331-1. La commission informe de l'ouverture de la procédure le juge de l'exécution du lieu du domicile du débiteur. Elle peut, en outre, saisir le juge de l'exécution aux fins de suspension des voies  […]	s) Chapitre II Dispositions modifiant le code de commerce Article 22 (Conforme) Chapitre III Dispositions modifiant le code de la consommation Article 23 Le code de la consommation est ainsi modifié : 1° Au dernier alinéa de l’article L. 113-3, après le mot : « crédit, », sont	la consommation est ainsi modifié : 1° Au dernier alinéa de l’article L. 113-3, après le mot : « crédit, », sont insérés les mots : « les établissements de monnaie électronique, » ; 2° Au dernier alinéa de l’article L. 122-1, après le mot : « crédit, », sont insérés les mots : « les établissements de monnaie électronique, » ; 3° Au début de l’article L. 313-10, après les mots : « Un établissement de crédit, », sont insérés les mots : « un établissement de monnaie électronique, » ; 4° L’article L. 331-3 est ainsi modifié : a) À la première phrase du deuxième alinéa du I, après le mot : « paiement », sont insérés les mots : « , aux établissements de monnaie électronique » ; a bis) (nouveau) Au dernier alinéa du I, après le mot : « crédit », sont insérés les mots : « , l’établissement de monnaie électronique » ; b) Au cinquième alinéa du II, après le mot : « crédit, », sont insérés les mots : « des établissements de monnaie électronique, » ; 5° À la première phrase du second alinéa de l’	http://www.assemblee-nationale.fr/14/ta/ta0062.asp
juste	00dab10d1c041d8b	declaree	nomme	non	-13	assemblee/dyn-17-textes-l17b1368_texte-adopte-commission	6	L512-20	code de la consommation	L512-20 (2016-07-01) Les agents habilités peuvent se communiquer spontanément les informations et documents détenus ou recueillis dans l'exercice de leurs missions respectives en matière de conformité ou de sécurité des produits. Ces informations et documents peuvent être communiqués, pour l'exécution de leurs missions […]	ar ce même arrêté. » II. – (Supprimé)            – 39 – Article 6 I. – Après l’article L. 512-20 du code de la consommation, il est inséré un article L. 512-20-1 ainsi rédigé : « Art. L. 512-20-1. – Les agents de la concurrence, de la consommation et de la rép	er des photographies horodatées et géolocalisées ou des contrôles par vidéo à distance attestant de la réalisation desdites opérations. Ces éléments sont conservés par le demandeur pour une durée minimale de six ans et sont tenus à la disposition des fonctionnaires et des agents mentionnés au même article L. 222-9. Les conditions dans lesquelles ces contrôles sont effectués sont précisées par ce même arrêté. » II. – (Supprimé)            – 39 – Article 6 I. – Après l’article L. 512-20 du code de la consommation, il est inséré un article L. 512-20-1 ainsi rédigé : « Art. L. 512-20-1. – Les agents de la concurrence, de la consommation et de la répression des fraudes et les agents de la Commission de régulation de l’énergie peuvent se communiquer spontanément ou sur demande tous les renseignements et documents détenus ou recueillis dans le cadre de leurs missions respectives, sans que les dispositions de l’article 11 du code de procédure pénale ou celles relatives au s	https://www.assemblee-nationale.fr/dyn/17/textes/l17b1368_texte-adopte-commission
juste	00e3d5295878b939	declaree	suppose	oui	5159	senat/petite-loi-ameli-2012-2013-423.html	18	L313-2-1	code de la consommation	L313-2-1 (2014-07-26) Un décret en Conseil d'Etat définit les modalités de calcul du taux annuel effectif de l'assurance mentionné aux articles L. 311-4-1 et L. 312-6-1.	du ministre chargé de l'économie. » Article 17 quinquies (Supprimé) Chapitre II Assurance-emprunteur Article 18 I.  Le code de la consommation est ainsi modifié : 1° Le dernier alinéa de l'article L. 311-4 est supprimé ; 2° Après le même article L. 311-4, il est inséré un articl	e modifiée mentionnée à larticle L. 300-12-8 dans les six jours ouvrables suivant cette notification. [ ] « Un décret en Conseil d'État fixe les modalités selon lesquelles le prêteur établit loffre modifiée mentionnée à larticle L. 312‑8 et définit les conditions dans lesquelles le prêteur et l'assureur délégué s'échangent les informations préalables à la souscription des contrats. » ; 6° La sous-section 1 de la section 1 du chapitre III du titre Ier du livre III est complétée par un article L. 313-2-1 ainsi rédigé : « Art. L. 313-2-1.  Un décret en Conseil d'État définit les modalités de calcul du taux annuel effectif de l'assurance mentionné aux articles L. 311-4-1 et L. 312-6-1. » II.  (Non modifié) Article 18 bis (nouveau) Larticle L. 331-3-1 du code de la consommation est complété par un alinéa ainsi rédigé : « À compter de la décision déclarant la recevabilité de la demande, le délai de trente jours mentionné au deuxième alinéa de larticle L. 113-3 du code des assurances,	http://www.senat.fr/petite-loi-ameli/2012-2013/423.html
juste	00f05b3b4399edad	declaree	suppose	oui	2633	senat/leg-ppl24-469.html	3 bis ab	L512-51-1	code de la consommation	L512-51-1 (2025-07-02) Les agents habilités peuvent recourir à toute personne qualifiée dans les conditions prévues à l'article L. 512-17.	référence : « L. 521-22 » est remplacée par la référence : « L. 521-24 ». Article 3 bis AB (nouveau)  Le livre V du code de la consommation est ainsi modifié :  1° Après l’article L. 512-2, il est inséré un article L. 512-2-1 ainsi rédigé :  « Art. L. 512-2-1. – I. – Da	oiter.  « Sur demande des agents habilités, les documents leur sont communiqués sur un support informatique et sous une forme permettant le traitement des informations. » ;  4° Au premier alinéa de l’article L. 512-16, les mots : « et de la fourniture de services » sont remplacés par les mots : «, de la fourniture de services et des pratiques commerciales » ;  5° La section 3 du chapitre II du titre Ier est ainsi modifiée :  a) Après l’article L. 512-51, il est inséré un article L. 512-51-1 ainsi rédigé :  « Art. L. 512-51-1. – Les agents habilités peuvent recourir à toute personne qualifiée dans les conditions prévues à l’article L. 512-17. » ;  b) L’article L. 512-59 est ainsi modifié :  – au début du deuxième alinéa, après les mots : « Les agents habilités, », sont insérés les mots : « la personne qualifiée mentionnée à l’article L. 512-51-1, » ;  – le dernier alinéa est complété par les mots : « , conformément à l’article 56 du code de procédure péna	https://www.senat.fr/leg/ppl24-469.html
