verdict	cle	chambre	amendement	sort	auteur	article	cibles_de_l_article	vise	voie	texte	article_du_texte	subdivision	fenetre	dispositif	article_du_fonds	url	verdict_bis	verdict_ter	juge	juge_bis	juge_ter	commentaire	commentaire_bis	commentaire_ter	date_jugement
juste	251996bb969b7fa4	assemblee	85	Adopté	LE GOUVERNEMENT	L224-115	9	oui	visee	assemblee/17-ta-commission-r0633-a0.asp	3	ART. 3	été par une section 21 ainsi rédigée : « Section 21 « Rénovation énergétique des bâtiments « Art. L. 224‑114. – I. – Lorsque qu’un contrat a pour objet la vente d’équipements ou la réalisation de tra	Substituer aux alinéas 30 à 34 les sept alinéas suivants : « Art. L. 224‑114 . I. – Préalablement à la conclusion d’un contrat ayant pour objet l’offre de prestations de services, la vente d’équipements ou la réalisation de travaux pour des logements en vue de la réalisation d’économies d’énergie ou de la production d’énergies renouvelables et pour lesquels l’octroi d’aides financières est conditionnée à la détention […]	I. - Avant la conclusion d'un contrat ayant pour objet l'offre de prestations de services, la vente d'équipements ou la réalisation de travaux afférents à des logements en vue de la réalisation d'économies d'énergie ou de la production d'énergie renouvelable, le professionnel qui recourt à la sous-traitance pour assure […]		faux	juste	opus-arbitre (arbitrage)	sonnet-B	opus-arbitre	sonnet-A avait rendu « faux », sonnet-B « faux » : Le dispositif substitue les alinéas 30 à 34 (l'intégralité de l'article L.224-114) par un nouvel « Art. L. 224-114 » et un « Art. L. 224-114-1 » ; il ne nomme ni ne modifie L.224-115 à aucun moment.	Le dispositif complet (amendement 85, vérifié en base) substitue les alinéas 30 à 34 par un « Art. L. 224‑114 » modifié et un nouvel « Art. L. 224‑114‑1 » ; il ne nomme ni ne modifie L224‑115.	L'amendement 85 (adopté) remplace les alinéas 30-34 — le bloc sous-traitance de commission, aujourd'hui L. 224-115 — par un L. 224-114 (label, = L. 224-114 actuel) et un « Art. L. 224-114-1 » sous-traitance dont le texte est quasi mot pour mot l'actuel L. 224-115 (I, II, al. justificatifs, III). Il a donc bien porté sur L. 224-115, sous son ancien numéro L. 224-114-1 ; qu'il porte aussi sur L. 224-114 ne rend pas l'arête fausse.	2026-09-24
juste	26b533d79ac9457b	assemblee	16	Rejeté	M. Lionel Tivoli	L223-1	9	sans visée	alinea	assemblee/17-ta-commission-r0633-a0.asp	3	ART. 3	chapitre III, le mot : « Opposition » est remplacé par le mot : « Consentement » ; a) L’article L. 223‑1 est ainsi modifié : – les deux premiers alinéas sont remplacés par trois alinéas ainsi rédigés	À l’alinéa 14, après le mot : « téléphoniquement », insérer les mots : « et numériquement ».	Le consommateur qui ne souhaite pas faire l'objet de prospection commerciale par voie téléphonique peut gratuitement s'inscrire sur une liste d'opposition au démarchage téléphonique. Il est interdit à un professionnel, directement ou par l'intermédiaire d'un tiers agissant pour son compte, de démarcher téléphoniquement […]		juste		sonnet-A	sonnet-B		L'alinéa 14 contient bien le mot « téléphoniquement » dans la première phrase du nouveau texte de L.223-1.	L'alinéa 14 de l'article 3 relève de l'instruction qui réécrit L223-1.		2026-09-24
juste	2cc2525fc78bd7a8	assemblee	342	Rejeté	Mme Mathilde Paris	L221-14	3	sans visée	alinea	assemblee/16-ta-commission-r0144-a0.asp	7	ART. 7	ontrats Article 7 I. – Le livre II du code de la consommation est ainsi modifié : 1° L’article L. 221‑14 est ainsi modifié : a) Au début du premier alinéa, est ajoutée la mention : « I. – » ; b) Sont	À la troisième phrase de l’alinéa 5, après le mot : « notification » insérer les mots : « dans un délai de quinze jours ».	Pour les contrats conclus par voie électronique, le professionnel rappelle au consommateur, avant qu'il ne passe sa commande, de manière lisible et compréhensible, les informations relatives aux caractéristiques essentielles des biens ou des services qui font l'objet de la commande, à leur prix, à la durée du contrat e […]		juste		sonnet-A	sonnet-B		La troisième phrase de l'alinéa 5 contient bien « la notification » (« le professionnel lui confirme la réception de la notification »), dans le paragraphe II ajouté à L.221-14.	L'article 7 du texte ne réécrit que L221-14 ; l'alinéa 5 cité en relève.		2026-09-24
juste	2dca0818a7186a38	assemblee	535	Rejeté	M. Jocelyn Dessigny	L133-1	18	sans visée	alinea	assemblee/16-ta-commission-r1674-a0.asp	26	ART. 26	re III ainsi rédigé : « Chapitre III « Obligations des fournisseurs de plateformes en ligne « Art. L. 133‑1. – Est puni d’un emprisonnement de deux ans et d’une amende de 300 000 euros, dont le monta	Après l’alinéa 28, insérer l’alinéa suivant : « d) L’interdiction de vente de produits contrefaisants au moyen d’une plateforme en ligne, sur laquelle les produits sont mis en vente exclusivement par des professionnels. »	Est puni d'un emprisonnement de deux ans et d'une amende de 300 000 euros, dont le montant peut être porté, de manière proportionnée aux avantages tirés du délit, à 6 % du chiffre d'affaires mondial hors taxes réalisé au cours de l'exercice précédent pour une personne morale, le fait pour un fournisseur de places de ma […]		juste		sonnet-A	sonnet-B		Même alinéa 28 (c) que pour les amendements voisins ; l'ajout d'un d) relève de l'instruction créant L.133-1.	L'alinéa 28 de l'article 26 relève bien de l'instruction qui réécrit L133-1.		2026-09-24
juste	2e0c9111fd717004	assemblee	320		M. Éric Bothorel	L221-14	3	sans visée	alinea	assemblee/16-ta-commission-r0144-a0.asp	7	ART. 7	ontrats Article 7 I. – Le livre II du code de la consommation est ainsi modifié : 1° L’article L. 221‑14 est ainsi modifié : a) Au début du premier alinéa, est ajoutée la mention : « I. – » ; b) Sont	À l’alinéa 8, substituer aux mots : « inscrit en procédure de » les mots : « dont le dossier est accepté par la commission de »	Pour les contrats conclus par voie électronique, le professionnel rappelle au consommateur, avant qu'il ne passe sa commande, de manière lisible et compréhensible, les informations relatives aux caractéristiques essentielles des biens ou des services qui font l'objet de la commande, à leur prix, à la durée du contrat e […]		juste		sonnet-A	sonnet-B		L'alinéa 8 contient bien « inscrit en procédure de » surendettement, dans le paragraphe IV ajouté à L.221-14.	L'article 7 du texte ne réécrit que L221-14 ; l'alinéa 8 cité en relève.		2026-09-24
juste	36059d627d1d5d01	assemblee	34	Retiré	Mme Delphine Batho	L223-1	9	sans visée	alinea	assemblee/17-ta-commission-r0633-a0.asp	3	ART. 3	chapitre III, le mot : « Opposition » est remplacé par le mot : « Consentement » ; a) L’article L. 223‑1 est ainsi modifié : – les deux premiers alinéas sont remplacés par trois alinéas ainsi rédigés	À l’alinéa 17, après le mot : « alinéa, » insérer les mots : « après le mot : « renouvelables », sont insérés les mots : « ou leur adaptation au vieillissement ou au handicap », et ».	Le consommateur qui ne souhaite pas faire l'objet de prospection commerciale par voie téléphonique peut gratuitement s'inscrire sur une liste d'opposition au démarchage téléphonique. Il est interdit à un professionnel, directement ou par l'intermédiaire d'un tiers agissant pour son compte, de démarcher téléphoniquement […]		juste	juste	opus-arbitre (arbitrage)	sonnet-B	opus-arbitre	sonnet-A avait rendu « faux », sonnet-B « juste » : L'alinéa 17 cité renvoie « au troisième alinéa », dont le texte (l'exemption de démarchage liée à l'objet du contrat en cours) ne contient pas le mot « renouvelables » que le dispositif prétend y insérer ; ce mot n'apparaît que dans l'article L.224-114, signe d'un décalage de numérotation.	L'alinéa 17 de l'article 3 relève de l'instruction qui réécrit L223-1.	L'alinéa 17 de l'article 3 (« au troisième alinéa, le mot deuxième est remplacé… ») relève de l'instruction a) qui modifie L. 223-1 ; le « troisième alinéa » visé est celui de L. 223-1 alors en vigueur (version 2020), qui contient bien « énergies renouvelables » (interdiction du démarchage rénovation énergétique) — le juge A s'est trompé en croyant ce mot absent de L. 223-1. L'ajout « adaptation au vieillissement ou au handicap » figure d'ailleurs aujourd'hui dans L. 223-1 al. 5 : l'amendement portait sur L. 223-1.	2026-09-24
juste	3e3104850aad4af5	assemblee	752	Rejeté	Mme Ségolène Amiot	L111-7-1	18	sans visée	alinea	assemblee/16-ta-commission-r1674-a0.asp	26	ART. 26	emplacés par les mots : « les personnes mentionnées au premier alinéa mettent » ; 3° L’article L. 111‑7‑1 est abrogé ; 4° Au premier alinéa de l’article L. 111‑7‑2, les mots : « aux articles L. 111‑7	Substituer à l’alinéa 16 les cinq alinéas suivants : « 3° L’article L. 111‑7‑1 est ainsi rédigé : « « Art. L. 111‑7‑1 . – Tout opérateur de plateforme qui propose des contenus, biens ou services au moyen d’algorithmes informatiques en informe chaque utilisateur par le biais d’une mention explicite. Cette mention explicite précise que l’utilisateur a le droit d’obtenir les principales caractéristiques de mise en œuvre […]	Les opérateurs de plateformes en ligne dont l'activité dépasse un seuil de nombre de connexions défini par décret élaborent et diffusent aux consommateurs des bonnes pratiques visant à renforcer les obligations de clarté, de transparence et de loyauté mentionnées à l'article L. 111-7. L'autorité administrative compéten […]		juste		sonnet-A	sonnet-B		L'alinéa 16 est « 3° L'article L. 111-7-1 est abrogé » ; l'amendement le remplace par une réécriture de cet article, ce qui relève bien de l'instruction le concernant.	L'alinéa 16 de l'article 26, qui abroge L111-7-1, relève bien de l'instruction sur L111-7-1.		2026-09-24
juste	41c1404de045c9f2	assemblee	17	Rejeté	M. Lionel Tivoli	L223-1	9	sans visée	alinea	assemblee/17-ta-commission-r0633-a0.asp	3	ART. 3	chapitre III, le mot : « Opposition » est remplacé par le mot : « Consentement » ; a) L’article L. 223‑1 est ainsi modifié : – les deux premiers alinéas sont remplacés par trois alinéas ainsi rédigés	Compléter l’alinéa 15, par les mots : « et numérique ».	Le consommateur qui ne souhaite pas faire l'objet de prospection commerciale par voie téléphonique peut gratuitement s'inscrire sur une liste d'opposition au démarchage téléphonique. Il est interdit à un professionnel, directement ou par l'intermédiaire d'un tiers agissant pour son compte, de démarcher téléphoniquement […]		juste		sonnet-A	sonnet-B		L'alinéa 15 est la définition du consentement dans le nouveau texte de L.223-1, que l'amendement complète par « et numérique ».	L'alinéa 15 de l'article 3 relève de l'instruction qui réécrit L223-1.		2026-09-24
juste	436dca01d7da9b79	assemblee	266	Non soutenu	Mme Lisa Belluco	L111-7-1	18	sans visée	alinea	assemblee/16-ta-commission-r1674-a0.asp	26	ART. 26	emplacés par les mots : « les personnes mentionnées au premier alinéa mettent » ; 3° L’article L. 111‑7‑1 est abrogé ; 4° Au premier alinéa de l’article L. 111‑7‑2, les mots : « aux articles L. 111‑7	Substituer à l’alinéa 16 les six alinéas suivants : « 3° L’article L. 111‑7‑1 est ainsi rédigé : « « Art. L. 111‑7‑1 – Sans préjudice des dispositions protégeant le secret en matière commerciale et industrielle et des droits de propriété intellectuelle, tout opérateur de plateforme en ligne propose une fonctionnalité gratuite permettant la récupération : « « 1° De tous les fichiers mis en ligne par l’utilisateur ; «  […]	Les opérateurs de plateformes en ligne dont l'activité dépasse un seuil de nombre de connexions défini par décret élaborent et diffusent aux consommateurs des bonnes pratiques visant à renforcer les obligations de clarté, de transparence et de loyauté mentionnées à l'article L. 111-7. L'autorité administrative compéten […]		juste		sonnet-A	sonnet-B		Même alinéa 16 (« 3° L'article L. 111-7-1 est abrogé ») que pour l'amendement voisin ; la substitution proposée relève de l'instruction concernant L.111-7-1.	L'alinéa 16 de l'article 26, qui abroge L111-7-1, relève bien de l'instruction sur L111-7-1.		2026-09-24
juste	44e7bee942f9b1e6	assemblee	22	Rejeté	Mme Mathilde Panot	L223-1	9	sans visée	alinea	assemblee/17-ta-commission-r0633-a0.asp	3	ART. 3	chapitre III, le mot : « Opposition » est remplacé par le mot : « Consentement » ; a) L’article L. 223‑1 est ainsi modifié : – les deux premiers alinéas sont remplacés par trois alinéas ainsi rédigés	À l’alinéa 14, après le mot : « téléphoniquement, », insérer les mots : « ou par rencontre réalisée au domicile d’une personne physique, à sa résidence ou à son lieu de travail, ».	Le consommateur qui ne souhaite pas faire l'objet de prospection commerciale par voie téléphonique peut gratuitement s'inscrire sur une liste d'opposition au démarchage téléphonique. Il est interdit à un professionnel, directement ou par l'intermédiaire d'un tiers agissant pour son compte, de démarcher téléphoniquement […]		juste		sonnet-A	sonnet-B		L'alinéa 14 contient bien « téléphoniquement, » en début de phrase, dans le nouveau texte de L.223-1.	L'alinéa 14 de l'article 3 relève de l'instruction qui réécrit L223-1.		2026-09-24
