verdict	cle	chambre	amendement	sort	auteur	article	cibles_de_l_article	vise	voie	texte	article_du_texte	subdivision	fenetre	dispositif	article_du_fonds	url	verdict_bis	verdict_ter	juge	juge_bis	juge_ter	commentaire	commentaire_bis	commentaire_ter	date_jugement
faux	32e88c18ee707a88	assemblee	1038	Non soutenu	M. Buon Tan	L313-30	4	oui, par renumérotation	visee	assemblee/15-ta-commission-r3347-a0.asp	42 bis	ART. 42 BIS	re de prêt par l’emprunteur ou toute autre date d’échéance prévue au contrat. » ; 2° L’article L. 313-30 est ainsi modifié : aa) (nouveau) À la deuxième phrase, les mots : « au deuxième alinéa de l’a	Après l’alinéa 12, insérer les deux alinéas suivants : « 2° bis Après le deuxième alinéa de l’article L. 313‑31, il est inséré un alinéa ainsi rédigé : « Si l’emprunteur fait usage du droit de résiliation du contrat d’assurance en application du deuxième alinéa de l’article L. 113‑12 du code des assurances, du premier alinéa de l’article L. 113‑12‑2 du même code, ou des premier ou deuxième alinéas de l’article L. 221 […]	L313-30 (2016-07-01) — en vigueur à la loi du dossier, 2020-12-01 : Jusqu'à la signature par l'emprunteur de l'offre mentionnée à l'article L. 313-24, le prêteur ne peut pas refuser en garantie un autre contrat d'assurance dès lors que ce contrat présente un niveau de garantie équivalent au contrat d'assurance de group […]		faux		sonnet-juge-a	sonnet-juge-b		Le dispositif complet en base (amendement 1038) insère un alinéa dans L. 313-31 et ne cite L. 313-30 que « par dérogation », sans le modifier.	Le dispositif complet insere un alinea dans l'article L. 313-31 et ne mentionne L. 313-30 que « par derogation », sans le modifier.		2026-09-26
juste	36bb9332eb1ba265	assemblee	62	Retiré	Mme Chantal Jourdan	L217-23	1	oui	visee	assemblee/15-propositions-pion3730.asp	9	ART. 9	e en vigueur le 1er janvier 2022. Article 9 I. – Aux deuxième et dernière phrases de l’article L. 217-23 du code de la consommation, le mot : « deux » est remplacé par le mot : « cinq ». II (nouveau)	Après l’alinéa 1, insérer les deux alinéas suivants : « I bis . – L’article L. 217‑23 du code de la consommation est complété par un alinéa ainsi rédigé : « Le metteur sur le marché de logiciel fournit les mises à jour nécessaires au maintien de la conformité des biens au cours de cette période. »	L217-23 (2020-02-12) — écrit par la loi du dossier, 2021-11-17 : I.-Le producteur peut consentir au consommateur une garantie commerciale l'engageant pendant un […] ‖ avant, 2021-10-01 : Le producteur peut consentir au consommateur une garantie commerciale l'engageant pendant une période donnée, supérieure à deux ans (ci-après dénom […]		juste		sonnet-juge-a	sonnet-juge-b		Même dispositif que l'amendement jumeau 77 : complète L. 217-23 d'un alinéa nouveau.	Meme dispositif que l'amendement 1585 : il complete directement l'article L. 217-23 nomme.		2026-09-26
juste	40a6dee2e7e857eb	assemblee	356	Adopté	M. Vincent Thiébaut	L217-23	1	oui	visee	assemblee/15-ta-commission-r4196-a0.asp	9	ART. 9	ifié) Le I du présent article entre en vigueur le 1er janvier 2022. Article 9 I. – L’article L. 217-23 du code de la consommation est ainsi modifié : 1° (nouveau) À la première phrase, après le mot	Rédiger ainsi cet article : « L’article L. 217‑23 du code de la consommation est ainsi modifié : « 1° Au début, est ajoutée la mention : « I. – » ; » « 2° Sont ajoutés quatre alinéas ainsi rédigés : « Lorsque le contrat prévoit que le contenu numérique ou le service numérique est fourni pendant une durée supérieure à deux ans, le vendeur veille à ce que le consommateur soit informé de telles mises à jour et à ce qu’i […]	L217-23 (2020-02-12) — écrit par la loi du dossier, 2021-11-17 : I.-Le producteur peut consentir au consommateur une garantie commerciale l'engageant pendant un […] ‖ avant, 2021-10-01 : Le producteur peut consentir au consommateur une garantie commerciale l'engageant pendant une période donnée, supérieure à deux ans (ci-après dénom […]		juste		sonnet-juge-a	sonnet-juge-b		Le dispositif « rédige ainsi » L. 217-23, ajouté et modifié en 1° et 2°.	Le dispositif reecrit integralement l'article L. 217-23 nomme.		2026-09-26
juste	47b40fce2bd999ee	assemblee	1750	Retiré	M. André Chassaigne	L412-4	1	oui	visee	assemblee/15-ta-commission-r0902-a0.asp	11 decies	ART. 11 DECIES	” dans leur dénomination de vente. » Article 11 decies (nouveau) Le premier alinéa de l’article L. 412-4 du code de la consommation est complété par une phrase ainsi rédigée : « Pour le miel composé d	I. – Au début, substituer aux mots : « Le premier alinéa de l’article L. 412‑4 du code de la consommation est complété par une phrase ainsi rédigée : » les mots : « L’article L. 412‑4 du code de la consommation est complété par un alinéa ainsi rédigé : » II. – En conséquence, compléter cet article par la phrase suivante : « II. – Les conditions d’application du I sont précisées par décret. » ».	L412-4 (2016-07-01) — en vigueur à la loi du dossier, 2016-07-01 : Sans préjudice des dispositions spécifiques relatives au mode d'indication de l'origine des denrées alimentaires, l'indication du pays d'origine est obligatoire pour les produits agricoles et alimentaires et les produits de la mer, à l'état brut ou tran […]		juste		sonnet-juge-a	sonnet-juge-b		Le dispositif substitue les mots du texte qui complète L. 412-4, changeant sa forme (phrase en alinéa) tout en le désignant.	Le dispositif modifie la maniere dont l'article L. 412-4, nomme, est complete (« un alinea » au lieu d'« une phrase »).		2026-09-26
juste	50b82d0b4e5cc03b	assemblee	1314	Rejeté	M. Yves Hemedinger	L111-4-1	8	oui	visee	assemblee/15-ta-commission-r3995-a0.asp	13	ART. 13	e de la consommation est ainsi modifié : 1° Après l’article L. 111-4, il est inséré un article L. 111-4-1 ainsi rédigé : « Art. L. 111-4-1. – I. – Les fabricants ou les importateurs d’outils de bricol	Substituer aux alinéas 3 et 4 l’alinéa suivant : « Art. L. 111‑4‑1 . – Un décret en Conseil d’État définit les catégories de produits, autres que celles mentionnées à l’article L. 111‑4 et à l’article L. 224‑110, pour lesquelles les producteurs doivent tenir les pièces détachées et, le cas échéant, l’outillage spécifique nécessaire à leur installation disponibles pendant une durée minimale. Cette durée minimale tient […]	L111-4-1 (2023-01-01) — écrit par la loi du dossier, 2023-01-01 : I. - Les fabricants et les importateurs d'outils de bricolage et de jardinage motorisés, d'articles de sport et de loisirs, y compris les bicyclettes, de bicyclettes à assistance électrique et d'engins de déplacement personnel motorisés assurent, pour un […]		juste		sonnet-juge-a	sonnet-juge-b		Le dispositif substitue le texte de « Art. L. 111-4-1 » lui-même aux alinéas 3 et 4, L. 111-4 et L. 224-110 n'étant que cités en creux.	Le dispositif substitue le texte meme de l'article L. 111-4-1, nomme et reecrit.		2026-09-26
juste	5eb6ad99acc4c1f8	assemblee	720	Rejeté	Mme Laurence Trastour-Isnart	L111-4-1	8	oui	visee	assemblee/15-ta-commission-r3995-a0.asp	13	ART. 13	e de la consommation est ainsi modifié : 1° Après l’article L. 111-4, il est inséré un article L. 111-4-1 ainsi rédigé : « Art. L. 111-4-1. – I. – Les fabricants ou les importateurs d’outils de bricol	Substituer aux alinéas 3 et 4 l’alinéa suivant : « Art. L. 111‑4‑1 . – Un décret en Conseil d’État définit les catégories de produits, autres que celles mentionnées à l’article L. 111‑4 et à l’article L. 224‑110, pour lesquelles les producteurs doivent tenir les pièces détachées et, le cas échéant, l’outillage spécifique nécessaire à leur installation disponibles pendant une durée minimale. Cette durée minimale tient […]	L111-4-1 (2023-01-01) — écrit par la loi du dossier, 2023-01-01 : I. - Les fabricants et les importateurs d'outils de bricolage et de jardinage motorisés, d'articles de sport et de loisirs, y compris les bicyclettes, de bicyclettes à assistance électrique et d'engins de déplacement personnel motorisés assurent, pour un […]		juste		sonnet-juge-a	sonnet-juge-b		Même dispositif que l'amendement jumeau 1314 : réécrit L. 111-4-1.	Meme dispositif : il substitue le texte de l'article L. 111-4-1 nomme.		2026-09-26
juste	674e73a5cb373431	assemblee	330	Non soutenu	M. Guy Bricout	L111-4-1	8	oui	visee	assemblee/15-ta-commission-r3995-a0.asp	13	ART. 13	e de la consommation est ainsi modifié : 1° Après l’article L. 111-4, il est inséré un article L. 111-4-1 ainsi rédigé : « Art. L. 111-4-1. – I. – Les fabricants ou les importateurs d’outils de bricol	Substituer aux alinéas 3 et 4 l’alinéa suivant : « Art. L. 111‑4‑1 . – Un décret en Conseil d’État définit les catégories de produits, autres que celles mentionnées à l’article L. 111‑4 et à l’article L. 224‑110, pour lesquelles les producteurs doivent tenir les pièces détachées et, le cas échéant, l’outillage spécifique nécessaire à leur installation disponibles pendant une durée minimale. Cette durée minimale tient […]	L111-4-1 (2023-01-01) — écrit par la loi du dossier, 2023-01-01 : I. - Les fabricants et les importateurs d'outils de bricolage et de jardinage motorisés, d'articles de sport et de loisirs, y compris les bicyclettes, de bicyclettes à assistance électrique et d'engins de déplacement personnel motorisés assurent, pour un […]		juste		sonnet-juge-a	sonnet-juge-b		Même dispositif que l'amendement jumeau 1314 : réécrit L. 111-4-1.	Meme dispositif : il substitue le texte de l'article L. 111-4-1 nomme.		2026-09-26
juste	6ffed2d3993f79b4	assemblee	5	Adopté	M. Christophe Naegelen	L111-7-3	2	oui	visee	assemblee/15-propositions-pion3473.asp	1er	ART. PREMIER	de la consommation est ainsi modifié : 1° Après l’article L. 111-7-2, il est inséré un article L. 111-7-3 ainsi rédigé : « Art. L. 111-7-3. – Les fournisseurs de services de communication au public en	Rédiger ainsi l’alinéa 3 : « Art. L. 111‑7‑3 . – Les opérateurs de plateformes en ligne mentionnés à l’article L. 111‑7‑1 du présent code et les personnes qui fournissent des services de communications interpersonnelles non fondés sur la numérotation au sens du 6° quater de l’article L. 32 du code des postes et des communications électroniques dont l’activité dépasse un ou plusieurs seuils définis par décret, affiche […]	L111-7-3 (2023-10-01) — écrit par la loi du dossier, 2023-10-01 : Les opérateurs de plateformes en ligne mentionnés à l'article L. 111-7 du présent code et les personnes qui fournissent des services de communications interpersonnelles non fondés sur la numérotation, au sens du 6° quater de l'article L. 32 du code des p […]		juste		sonnet-juge-a	sonnet-juge-b		Le dispositif « rédige ainsi l'alinéa 3 », qui est « Art. L. 111-7-3 » lui-même.	Le dispositif reecrit l'alinea qui est la definition meme de l'article L. 111-7-3 nomme.		2026-09-26
juste	76499c8b22d1d379	assemblee	7	Retiré	M. Daniel Labaronne	L313-30	1	oui	visee	assemblee/15-ta-commission-r4699-a0.asp	2	ART. 2	se, les mots : « ou au premier alinéa du présent article » sont supprimés. Article 2 L’article L. 313-30 du code de la consommation est ainsi modifié : 1° Après le mot : « résiliation », la fin de la	Rédiger ainsi cet article : « L’article L. 313‑30 du code de la consommation est ainsi modifié : « 1° À la fin de la dernière phrase, les mots : « être motivée » sont remplacés par les mots : « comporter l’intégralité des motifs de refus » ; « 2° Sont ajoutées deux phrases ainsi rédigées : « Elle précise, le cas échéant, les documents manquants. Le prêteur est tenu de communiquer à l’emprunteur, sur un support papier […]	L313-30 (2016-07-01) — écrit par la loi du dossier, 2022-06-01 : Jusqu'à la signature par l'emprunteur de l'offre mentionnée à l'article L. 313-24, le prêteur n […] ‖ avant, 2020-12-01 : Jusqu'à la signature par l'emprunteur de l'offre mentionnée à l'article L. 313-24, le prêteur ne peut pas refuser en garantie un autre contrat d'as […]		juste		sonnet-juge-a	sonnet-juge-b		Le dispositif « rédige ainsi » L. 313-30, modifié en 1° et 2° ; cible unique et vise direct.	Le dispositif reecrit integralement l'article L. 313-30 nomme.		2026-09-26
juste	7e5dccd073f75eda	assemblee	3437	Rejeté	M. Gérard Leseul	L111-4-1	8	oui	visee	assemblee/15-ta-commission-r3995-a0.asp	13	ART. 13	e de la consommation est ainsi modifié : 1° Après l’article L. 111-4, il est inséré un article L. 111-4-1 ainsi rédigé : « Art. L. 111-4-1. – I. – Les fabricants ou les importateurs d’outils de bricol	Substituer aux alinéas 3 et 4 l’alinéa suivant : « Art. L. 111‑4‑1 . – Un décret en Conseil d’État définit les catégories de produits, autres que celles mentionnées à l’article L. 111‑4 et à l’article L. 224‑110, pour lesquelles les producteurs doivent tenir les pièces détachées et, le cas échéant, l’outillage spécifique nécessaire à leur installation disponibles pendant une durée minimale. Cette durée minimale tient […]	L111-4-1 (2023-01-01) — écrit par la loi du dossier, 2023-01-01 : I. - Les fabricants et les importateurs d'outils de bricolage et de jardinage motorisés, d'articles de sport et de loisirs, y compris les bicyclettes, de bicyclettes à assistance électrique et d'engins de déplacement personnel motorisés assurent, pour un […]		juste		sonnet-juge-a	sonnet-juge-b		Même dispositif que l'amendement jumeau 1314 : réécrit L. 111-4-1.	Meme dispositif que les amendements 1314/720/330 : il substitue le texte de l'article L. 111-4-1 nomme.		2026-09-26
