verdict	cle	voie	hote	legi	distance_hote	texte	article_du_texte	numero_cite	code_cite	article_du_fonds	mention_hote	contexte	url	verdict_bis	verdict_ter	juge	juge_bis	juge_ter	commentaire	commentaire_bis	commentaire_ter	date_jugement
juste	044781c48764d0af	declaree	suppose	oui	1750	assemblee/14-ta-ta0295.asp	131	L213-2-1	code de la consommation	L213-2-1 (2006-10-06) — écrit par la loi du dossier, 2014-03-19 : Est puni d'une peine de cinq ans d'emprisonnement et d'une amende de 600 000 €, dont le montan […] ‖ avant, 2006-10-06 : Est puni d'une peine de quatre ans d'emprisonnement et d'une amende de 75 000 Euros le fait d'exporter vers un pays tiers à la Communauté européenn […]	mplacés par les mots : « des peines prévues à l’article 433-17 du code pénal ». Article 131 I. – L’article L. 213-1 du code de la consommation est ainsi modifié : 1° Au premier alinéa, les mots : « 37 500 euros au plus ou de l’une de ces deux peines seulement » sont remplacés pa	emprisonnement et à 750 000 € d’amende si le délit ou la tentative de délit prévus au même article L. 213-1 : « 1° Ont eu pour conséquence de rendre l’utilisation de la marchandise dangereuse pour la santé de l’homme ou de l’animal ; « 2° Ont été commis en bande organisée. « III. – Les peines d’amende prévues au présent article peuvent être portées, de manière proportionnée aux avantages tirés du manquement, à 10 % du chiffre d’affaires réalisé lors de l’exercice précédent. » III. – À l’article L. 213-2-1 du même code, le mot : « quatre » est remplacé par le mot : « cinq » et le montant : « 75 000 Euros » est remplacé par les mots : « 600 000 €, dont le montant peut être porté, de manière proportionnée aux avantages tirés du manquement, à 10 % du chiffre d’affaires moyen annuel, calculé sur les trois derniers chiffres d’affaires annuels connus à la date des faits, ». IV. – L’article L. 213-3 du même code est ainsi modifié : 1° Au début du premier alinéa, est ajoutée la mention : « I. –	http://www.assemblee-nationale.fr/14/ta/ta0295.asp	juste		sonnet-juge-a	sonnet-juge-b		« À l'article L. 213-2-1 du même code, le mot ... est remplacé » : modification directe.	« À l'article L. 213-2-1 du même code, le mot ... est remplacé et le montant ... est remplacé ».		2026-09-26
faux	045fa142d4ea0ff7	declaree	nomme	non	-12	assemblee/dyn-16-textes-l16b0748_texte-adopte-commission	21	L215-1	"code
de la consommation »"	L215-1 (2016-07-01) — en vigueur à la loi du dossier, 2022-08-18 : Pour les contrats de prestations de services conclus pour une durée déterminée avec une clause de reconduction tacite, le professionnel prestataire de services informe le consommateur par écrit, par lettre nominative ou courrier électronique dédiés, au  […]	rogés ; 5° L’article L. 1343-1 est ainsi modifié : a) À la première phrase, les mots : « au 1° de l’article L. 215-1 du code de la consommation » sont remplacés par les mots : « à l’article L. 521-12 du code de l’environnement » et la référence : « L. 1343-4 » est remplacée par l	par le secret industriel qu’elle comporte » sont remplacés par les mots : « les personnes qui ont accès aux informations         – 50 – déclarées en application de l’article L. 1342-1, les conditions dans lesquelles est préservée la confidentialité à l’égard des tiers des informations couvertes par le secret industriel » ; 4° Les articles L. 1342-2, L. 1342-4 et L. 1342-5 sont abrogés ; 5° L’article L. 1343-1 est ainsi modifié : a) À la première phrase, les mots : « au 1° de l’article L. 215-1 du code de la consommation » sont remplacés par les mots : « à l’article L. 521-12 du code de l’environnement » et la référence : « L. 1343-4 » est remplacée par les mots : « L. 1343-2 du présent code » ; b) La seconde phrase est supprimée ; 6° L’article L. 1343-4 est abrogé. II. – Le code du travail est ainsi modifié : 1° Les articles L. 4411-4 et L. 4411-5 sont abrogés ; 2° Au premier alinéa de l’article L. 4741-9, les mots : « L. 4411-4 à » sont supprimés. III. – Jusqu’au 1er janvier	https://www.assemblee-nationale.fr/dyn/16/textes/l16b0748_texte-adopte-commission	faux		sonnet-juge-a	sonnet-juge-b		L. 215-1 n'apparaît que dans la citation d'une référence remplacée au sein de L1343-1 (autre code) ; l'article du texte ne modifie pas L215-1.	Le a) modifie L.1343-1 du code de la santé publique en remplaçant la référence « au 1° de l'article L. 215-1 du code de la consommation » par L.521-12 du code de l'environnement ; L.215-1 n'est que cité, et sa citation même est supprimée.		2026-09-26
juste	04636779e5662614	declaree	suppose	oui	2359	assemblee/13-projets-pl2451.asp	9	L121-92	code de la consommation	L121-92 (2007-07-01) — écrit par la loi du dossier, 2011-03-01 : Le fournisseur est tenu d'offrir au client la possibilité de conclure avec lui un contrat uniqu […] ‖ avant, 2007-07-01 : Le fournisseur est tenu d'offrir au client la possibilité de conclure avec lui un contrat unique portant sur la fourniture et la distribution d'éle […]	est déterminée par décret en Conseil d’État. » Article 9 I. – La section 12 du chapitre Ier du titre II du livre Ier du code de la consommation est modifiée ainsi qu’il suit : 1° A l’article L. 121-86, après le mot : « consommateur » sont ajoutés les mots : « ou un non-profession	consommation probable. Cette estimation est fondée sur les consommations réelles antérieures lorsqu’elles sont disponibles ; à défaut, le fournisseur indique au consommateur sur quelle base repose son estimation. « Le fournisseur est tenu d’offrir au client la possibilité de transmettre, par Internet, par téléphone, ou à l’aide d’un système automatisé de relève, le relevé de son compteur à des dates qui permettent une prise en compte de cet indice pour l’émission des factures. » ; 9° L’article L. 121-92 est complété par un alinéa ainsi rédigé : « Le consommateur accède gratuitement à ses données de consommation. Un décret pris après avis du Conseil national de la consommation et de la Commission de régulation de l’énergie précise les modalités d’accès aux données et aux relevés de consommation. » II. – Les dispositions des 2o à 9o du présent article entrent en vigueur le 1er janvier 2011. Article 10 I. – Dans les conditions prévues par l'article 38 de la Constitution, le Gouvernement	https://www.assemblee-nationale.fr/13/projets/pl2451.asp	juste		sonnet-juge-a	sonnet-juge-b		« L'article L. 121-92 est complété par un alinéa ainsi rédigé » : modification directe.	« L'article L. 121-92 est complété par un alinéa ainsi rédigé ».		2026-09-26
juste	04731a7ebdf34b27	declaree	nomme	oui	-13	assemblee/14-projets-pl2611.asp	60 bis	L121-91	code de la consommation	L121-91 (2007-07-01) — écrit par la loi du dossier, 2016-08-17 : Toute offre de fourniture d'électricité ou de gaz permet, au moins une fois par an, une factura […] ‖ avant, 2011-03-01 : Toute offre de fourniture d'électricité ou de gaz permet, au moins une fois par an, une facturation en fonction de l'énergie consommée. Les facture […]	onnée au premier alinéa du présent article ». Article 60 bis I (nouveau). – Le premier alinéa de l’article L. 121-91 du code de la consommation est complété par une phrase ainsi rédigée : « Aucune consommation d’électricité ou de gaz naturel antérieure de plus de quatorze mois au	rif spécial de solidarité du gaz naturel » sont remplacés par les mots : « du chèque énergie prévu à l’article L. 124-1 du code de l’énergie ». IV et V. – (Non modifiés) Article 60 bis A (nouveau) La dernière phrase du troisième alinéa de l’article L. 115-3 du code de l’action sociale et des familles est complétée par les mots : « à la résidence principale de toute personne ou famille mentionnée au premier alinéa du présent article ». Article 60 bis I (nouveau). – Le premier alinéa de l’article L. 121-91 du code de la consommation est complété par une phrase ainsi rédigée : « Aucune consommation d’électricité ou de gaz naturel antérieure de plus de quatorze mois au dernier relevé ou auto-relevé ne peut être facturée, sauf en cas de fraude, ou de défaut d’accès au compteur ou d’absence de transmission par le consommateur d’un index relatif à sa consommation réelle, après un courrier adressé au client par le gestionnaire de réseau par lettre recommandée avec demande d’avis de réception.	https://www.assemblee-nationale.fr/14/projets/pl2611.asp	juste		sonnet-juge-a	sonnet-juge-b		« Le premier alinéa de l'article L. 121-91 ... est complété par une phrase » : modification directe.	« Le premier alinéa de l'article L. 121-91 ... est complété par une phrase ainsi rédigée ».		2026-09-26
juste	04aa2a7926ac24a5	declaree	suppose	oui	1167	assemblee/14-ta-commission-r1670-a0.asp	10	L332-9	code de la consommation	L332-9 (2003-08-02) — écrit par la loi du dossier, 2014-03-27 : Lorsque l'actif réalisé est suffisant pour désintéresser les créanciers, le juge prononce la clô […] ‖ avant, 2010-11-01 : Lorsque l'actif réalisé est suffisant pour désintéresser les créanciers, le juge prononce la clôture de la procédure. Lorsque l'actif réalisé est i […]	ation. » I bis. – (Supprimé) I ter A (nouveau). – À la seconde phrase du septième alinéa du II de l’article L. 331-3 du code de la consommation, après le mot : « département, », sont insérés les mots : « la commission de coordination des actions de prévention des expulsions locat	premier alinéa de l’article L. 332-5-2 sont complétés par une phrase ainsi rédigée : « Cependant, dans ce cas, les dettes sont arrêtées à la date du jugement prononçant le rétablissement personnel sans liquidation judiciaire. » ; 3° (nouveau) Le premier alinéa de l’article L. 332-6-1 est complété par une phrase ainsi rédigée : « Le jugement emporte les mêmes effets que ceux mentionnés au deuxième alinéa de l’article L. 332-9. » ; 4° (nouveau) À la première phrase du deuxième alinéa de l’article L. 332-9, après la première occurrence du mot : « débiteur, », sont insérés les mots : « arrêtées à la date du jugement d’ouverture, ». II. – (Non modifié) Le code de la construction et de l’habitation est ainsi modifié : 1° Après le premier alinéa de l’article L. 351-2-1, il est inséré un alinéa ainsi rédigé : « L’aide personnalisée au logement est attribuée dans les conditions fixées au I de l’article L. 542-2 du même code. » ; 2° Les articles L. 353-15-1 et L. 442-6-1 sont abrogés ; 3° L’arti	http://www.assemblee-nationale.fr/14/ta-commission/r1670-a0.asp	juste		sonnet-juge-a	sonnet-juge-b		« À la première phrase du deuxième alinéa de l'article L. 332-9, ... sont insérés les mots » : modification directe.	Le 4° insère des mots dans la première phrase du deuxième alinéa de L.332-9 lui-même.		2026-09-26
juste	04af9bc09be1dd3a	declaree	suppose	oui	16419	senat/petite-loi-ameli-2013-2014-348.html	64	L122-14	code de la consommation	L122-14 (2008-01-05) — écrit par la loi du dossier, 2014-03-19 : Les personnes morales déclarées pénalement responsables du délit prévu à l'article L. 122-12 en […] ‖ avant, 2008-01-05 : Les personnes morales coupables du délit prévu à l'article L. 122-12 encourent les peines mentionnées à l'article 131-39 du code pénal.	fixées par décret en Conseil dÉtat. » Section 5 Adaptation de sanctions pénales Article 64 I.  Larticle L. 115-20 du code de la consommation est ainsi modifié : 1° Au premier alinéa, le montant : « 37 500  » est remplacé par le montant : « 300 000  » ; 2° Sont ajoutés deux a	rticle L. 122-12 du même code est ainsi modifié : 1° Les mots : « au plus et dune amende de 150 000 euros au plus » sont remplacés par les mots : « et dune amende de 300 000  » ; 2° Il est ajouté un alinéa ainsi rédigé : « Le montant de lamende prévue au premier alinéa peut être porté, de manière proportionnée aux avantages tirés du manquement, à 10 % du chiffre daffaires moyen annuel, calculé sur les trois derniers chiffres daffaires annuels connus à la date des faits. » XII.  Larticle L. 122-14 du même code est ainsi rédigé : « Art. L. 122-14.  Les personnes morales déclarées pénalement responsables du délit prévu à larticle L. 122-12 encourent, outre lamende suivant les modalités prévues à larticle 131-38 du code pénal, les peines prévues aux 2° à 9° de larticle 131-39 du même code. Linterdiction mentionnée au 2° du même article 131-39 porte sur lactivité dans lexercice ou à loccasion de lexercice de laquelle linfraction a été commise. Les peines prévues aux 2° à	http://www.senat.fr/petite-loi-ameli/2013-2014/348.html	juste		sonnet-juge-a	sonnet-juge-b		« L'article L. 122-14 du même code est ainsi rédigé » : réécriture directe.	« L'article L. 122-14 du même code est ainsi rédigé ».		2026-09-26
juste	04b35dbdb99641c9	declaree	nomme	non	-14	assemblee/14-ta-ta0295.asp	44	L311-8-1	code de la consommation	L311-8-1 (2011-05-01) — en vigueur à la loi du dossier, 2011-05-01 : Lorsqu'un prêteur ou un intermédiaire de crédit propose au consommateur, sur le lieu de vente ou par un moyen de vente à distance, un contrat de crédit pour financer l'achat de biens ou de prestations de services particuliers pour un montant supérieur […]	Ce rapport est élaboré après consultation de l’ensemble des parties prenantes. Article 44 I. – L’article L. 311-8-1 du code de la consommation est ainsi rédigé : « Art. L. 311-8-1. – Lorsqu’un consommateur se voit proposer, sur le lieu de vente ou par un moyen de vente de biens	reté et pour l’inclusion sociale adopté lors du comité interministériel de lutte contre les exclusions du 21 janvier 2013. Ce rapport examine la pertinence de nouvelles mesures législatives et réglementaires, en particulier une réduction supplémentaire de la durée des mesures de traitement ou une modification plus significative de la procédure de traitement des situations de surendettement. Ce rapport est élaboré après consultation de l’ensemble des parties prenantes. Article 44 I. – L’article L. 311-8-1 du code de la consommation est ainsi rédigé : « Art. L. 311-8-1. – Lorsqu’un consommateur se voit proposer, sur le lieu de vente ou par un moyen de vente de biens ou de services à distance, un contrat de crédit renouvelable pour financer l’achat de biens ou de prestations de services particuliers pour un montant supérieur à un seuil fixé par décret, le prêteur ou l’intermédiaire de crédit accompagne l’offre de crédit renouvelable d’une proposition de crédit amortissable. Cette proposi	http://www.assemblee-nationale.fr/14/ta/ta0295.asp	juste		sonnet-juge-a	sonnet-juge-b		« L'article L. 311-8-1 du code de la consommation est ainsi rédigé » : réécriture directe.	« L'article L. 311-8-1 du code de la consommation est ainsi rédigé » (que la rédaction ait été retenue ou non n'importe pas).		2026-09-26
juste	04b9046d185b7998	declaree	suppose	oui	7074	senat/leg-pjl09-539.html	23	L331-11	code de la consommation	L331-11 (1995-08-01) — écrit par la loi du dossier, 2010-11-01 : Les membres de la commission, ainsi que toute personne qui participe à ses travaux ou est appel […] ‖ avant, 1995-08-01 : Les membres de la commission, ainsi que toute personne qui participe à ses travaux ou est appelée au traitement de la situation de surendettement,  […]	............................................... Article 23 ( Non modifié) Le chapitre I er du titre III du livre III du code de la consommation est ainsi modifié : 1°AA À la deuxième phrase du dernier alinéa de l'article L. 331-6, le mot : « dix » est remplacé par le mot : « huit	an. » ; 4° À l'article L. 331-8, les mots : « de l'article L. 331-7 ou de l'article L. 331-7-1 » sont remplacés par les mots : « des articles L. 331-7-1 et L. 331-7-2 » ; 5° À l'article L. 331-9, les mots : « recommandées en application de l'article L. 331-7 ou du premier alinéa de l'article L. 331-7-1 » sont remplacés par les mots : « imposées par la commission en application de l'article L. 331-7 ou les mesures recommandées en application des articles L. 331-7-1 et L. 331-7-2 » ; 6° L'article L. 331-11 est complété par un alinéa ainsi rédigé : « Les renseignements relatifs au dépôt d'un dossier de surendettement et à la situation du débiteur ne peuvent être communiqués aux créanciers, aux établissements de paiement et aux établissements de crédit qui tiennent les comptes de dépôt du débiteur, antérieurement à la décision de recevabilité du dossier, sous peine des sanctions prévues à l'article 226-13 du même code. Ces dispositions ne font toutefois pas obstacle à l'application des règ	http://www.senat.fr/leg/pjl09-539.html	juste		sonnet-juge-a	sonnet-juge-b		« L'article L. 331-11 est complété par un alinéa ainsi rédigé » : modification directe.	« L'article L. 331-11 est complété par un alinéa ainsi rédigé ».		2026-09-26
juste	04bb3a991ee19d6c	declaree	suppose	oui	1551	senat/petite-loi-ameli-2014-2015-542.html	33 decies	L111-6	code de la consommation	L111-6 (2014-06-14) — écrit par la loi du dossier, 2015-08-08 : Tout manquement aux articles L. 111-1 à L. 111-3 est passible d'une amende administrative dont l […] ‖ avant, 2014-06-14 : Tout manquement aux articles L. 111-1 à L. 111-3 et à l'article L. 111-5 est passible d'une amende administrative dont le montant ne peut excéder 3 […]	...................................................... Article 33 decies L Le chapitre Ier du titre Ier du livre Ier du code de la consommation est ainsi modifié : M 1° Après l'article L. 111-5, il est inséré un article L. 111-5-1 ainsi rédigé : N « Art. L. 111-5-1.  Sans préjud	es en matière civile et fiscale. P « Lorsque des professionnels, vendeurs ou prestataires de services sont mis en relation avec des consommateurs, la personne mentionnée au premier alinéa du présent article est également tenue de mettre à leur disposition un espace leur permettant de communiquer aux consommateurs les informations prévues à l'article L. 121-17. Q « Le contenu de ces informations et leurs modalités de communication sont fixés par décret. » ; R 2° À la première phrase de l'article L. 111-6, la référence : « et à l'article L. 111-5 » est supprimée ; S 3° Après l'article L. 111-6, il est inséré un article L. 111-6-1 ainsi rédigé : T « Art. L. 111-6-1.  Tout manquement aux articles L. 111-5 et L. 111-5-1 est passible d'une amende administrative dont le montant ne peut excéder 75 000  pour une personne physique et 375 000  pour une personne morale. L'amende est prononcée dans les conditions prévues à l'article L. 141-1-2. Lorsque le contrevenant est en position dominante,	http://www.senat.fr/petite-loi-ameli/2014-2015/542.html	juste		sonnet-juge-a	sonnet-juge-b		« À la première phrase de l'article L. 111-6, la référence ... est supprimée » : modification directe.	Le 2° supprime une référence à la première phrase de l'article L.111-6 lui-même.		2026-09-26
juste	04c61e9cbc27415d	declaree	suppose	oui	2749	senat/leg-tas21-024.html	2	L441-6	code de la consommation	L441-6 (2021-11-17) — écrit par la loi du dossier, 2022-01-01 : Toute technique, y compris logicielle, dont l'objet est de restreindre la liberté du consommateu […] ‖ avant, 2021-11-17 : Toute technique, y compris logicielle, dont l'objet est de restreindre la liberté du consommateur d'installer les logiciels ou les systèmes d'explo […]	u secteur des communications électroniques, des terminaux et des centres de données ». Article 2 (nouveau)  I. – Le code de la consommation est ainsi modifié :  1° L’article L. 111-6 est ainsi rédigé :  « Art. L. 111-6. – Le producteur de biens comportant des éléments n	té ; il est également tenu de la mettre en œuvre dans des conditions identiques à la garantie légale.  « Le producteur peut offrir au consommateur des conditions plus favorables que celles décrites au premier alinéa.  « Les exigences prévues à l’article L. 217-22 sont applicables à la garantie commerciale de durabilité. » ;  4° L’article L. 217-33, tel qu’il résulte de la loi n° du visant à réduire l’empreinte environnementale du numérique en France, est abrogé ;  5° À l’article L. 441-6, la référence : « à l’article L. 217-12 » est remplacée par la référence : « au deuxième alinéa de l’article L. 217-3 ».  II. – Le I entre en vigueur le 1er janvier 2022. Délibéré en séance publique, à Paris, le 2 novembre 2021. Le Président, Signé : Gérard LARCHER Les thèmes associés à ce texte Société Environnement Page mise à jour le 19 avril 2023 Partager cette page Twitter Facebook LinkedIn E-mail Nous suivre sur les réseaux X Facebook Linkedin Instagram YouTube TikTok Lie	https://www.senat.fr/leg/tas21-024.html	juste		sonnet-juge-a	sonnet-juge-b		« À l'article L. 441-6, la référence ... est remplacée » : modification directe.	« À l'article L. 441-6, la référence ... est remplacée par la référence ».		2026-09-26
juste	04cee623882f69e6	declaree	suppose	oui	5088	assemblee/14-ta-ta0822.asp	4	L341-22	code de la consommation	L341-22 (2016-07-01) — écrit par la loi du dossier, 2017-02-23 : Le fait pour l'annonceur de diffuser ou de faire diffuser une publicité non conforme aux obliga […] ‖ avant, 2016-07-01 : Le fait pour l'annonceur de diffuser ou de faire diffuser une publicité non conforme aux obligations prévues à l'article L. 313-39, pour un contrat […]	t ratifiée. Article 2 bis (nouveau) Après le mot : « qui », la fin de l’avant-dernier alinéa de l’article liminaire du code de la consommation est ainsi rédigée : « n’agit pas à des fins professionnelles ; ». Article 2 ter (nouveau) Au troisième alinéa de l’article L. 121-3 du	igé : « Art. L. 315-13. − Ainsi qu’il est dit à l’article 1305-4 du code civil, le débiteur ne peut réclamer le bénéfice du terme s’il ne fournit pas les sûretés promises au créancier ou s’il diminue celles qui garantissent l’obligation. » ; 12° Le 3° de l’article L. 321-1 est ainsi rédigé : « 3° Aux experts nommés par le tribunal, mentionnés à l’article L. 627-3 du code de commerce, qui se livrent aux opérations mentionnées à l’article L. 322-1 du présent code ; » 12° bis (nouveau) À l’article L. 341-22, la référence : « L. 313-39 » est remplacée par la référence : « L. 313-54 » ; 12° ter (nouveau) Le chapitre Ier du titre IV est ainsi modifié : a) Les sections 4 et 5 deviennent, respectivement, les sections 5 et 6 ; b) Après l’article L. 341-51, la section 4 est ainsi rétablie : « Section 4 « Sûretés personnelles « Art. L. 341-51-1. − Les prescriptions des articles L. 314-15 et L. 314-16 sont prévues à peine de nullité de l’engagement. » ; 13° À l’article L. 343-1, la référence : « L	http://www.assemblee-nationale.fr/14/ta/ta0822.asp	juste		sonnet-juge-a	sonnet-juge-b		« À l'article L. 341-22, la référence ... est remplacée » : modification directe.	Le 12° bis remplace une référence de l'article L.341-22 lui-même.		2026-09-26
juste	04dc214c50ab6f88	declaree	nomme	oui	-12	senat/leg-pjl19-231.html	4 quater c	L454-6	code de la consommation	L454-6 (2016-07-01) — écrit par la loi du dossier, 2020-02-12 : Les délits prévus aux articles L. 441-2, L. 441-3 et L. 441-4 sont punis d'une peine de deux ans […] ‖ avant, 2016-07-01 : Le délit prévu à l'article L. 441-2 est puni d'une peine de deux ans d'emprisonnement et d'une amende de 300 000 euros. Le montant de l'amende peut […]	par ce dernier des consignes de réparation du produit. »  II. – Au début du premier alinéa de l’article L. 454-6 du code de la consommation, les mots : « Le délit prévu à l’article L. 441-2 est puni » sont remplacés par les mots : « Les délits prévus aux articles L. 441-2, L.	s est interdit.  « Art. L. 441-5. – S’il a conçu son appareil en prévoyant les cas d’autoréparation et s’il a donné les consignes de sécurité adéquates pour qu’un utilisateur puisse réaliser une autoréparation, le fabricant ne peut être tenu responsable d’un dommage survenu lors d’une autoréparation dans la mesure où ce dommage est lié à une maladresse de l’utilisateur ou au non-respect par ce dernier des consignes de réparation du produit. »  II. – Au début du premier alinéa de l’article L. 454-6 du code de la consommation, les mots : « Le délit prévu à l’article L. 441-2 est puni » sont remplacés par les mots : « Les délits prévus aux articles L. 441-2, L. 441-3 et L. 441-4 sont punis ». Article 4 quater DA  La sous-section 1 de la section 2 du chapitre Ier du titre IV du livre V du code de l’environnement, telle qu’elle résulte de l’article 7 de la présente loi, est complétée par un article L. 541-9-9 ainsi rédigé :  « Art. L. 541-9-9. – Les étapes de réparation des pan	https://www.senat.fr/leg/pjl19-231.html	juste		sonnet-juge-a	sonnet-juge-b		« Au début du premier alinéa de l'article L. 454-6 ..., les mots ... sont remplacés » : modification directe, texte concordant au fonds.	« Au début du premier alinéa de l'article L. 454-6 ..., les mots ... sont remplacés ».		2026-09-26
juste	04e2ed340be354ae	declaree	nomme	oui	-13	assemblee/15-propositions-pion3730.asp	8	L217-22	code de la consommation	L217-22 (2020-02-12) — écrit par la loi du dossier, 2021-11-17 : La garantie commerciale est fournie au consommateur de manière lisible et compréhensible sur to […] ‖ avant, 2021-10-01 : La garantie commerciale est fournie au consommateur de manière lisible et compréhensible sur tout support durable et au plus tard au moment de la d […]	ès le mot : « techniques », sont insérés les mots : « , y compris logicielles, ». Article 8 I. – L’article L. 217-22 du code de la consommation est complété par deux alinéas ainsi rédigés : « Sans préjudice du premier alinéa, le vendeur veille à fournir les mises à jour non néces	xe additionnelle aux droits prévus aux articles 575 et 575 A du code général des impôts. III (nouveau). – Le I ne s’applique qu’aux sommes venant en déduction de l’impôt dû. CHAPITRE II Limiter le renouvellement des terminaux Article 6 Après le mot : « vie », la fin de l’article L. 441-2 du code de la consommation est supprimée. Article 7 À l’article L. 441-2 du code de la consommation, après le mot : « techniques », sont insérés les mots : « , y compris logicielles, ». Article 8 I. – L’article L. 217-22 du code de la consommation est complété par deux alinéas ainsi rédigés : « Sans préjudice du premier alinéa, le vendeur veille à fournir les mises à jour non nécessaires à la conformité du bien séparément des mises à jour nécessaires à la conformité du bien, de façon à permettre au consommateur, s’il le souhaite, de n’installer que les mises à jour nécessaires à la conformité du bien.      – 6 – « Le vendeur informe le consommateur, de façon lisible et compréhensible, des caract	https://www.assemblee-nationale.fr/15/propositions/pion3730.asp	juste		sonnet-juge-a	sonnet-juge-b		« L'article L. 217-22 du code de la consommation est complété par deux alinéas ainsi rédigés » : modification directe.	« L'article L. 217-22 ... est complété par deux alinéas ainsi rédigés ».		2026-09-26
juste	04eb3e4090c4b853	declaree	suppose	oui	504	assemblee/14-projets-pl1015.asp	54	L121-15	code de la consommation	L121-15 (1993-07-27) — écrit par la loi du dossier, 2014-03-19 : Est, en outre, interdite toute publicité portant : 1° Sur une opération commerciale soumise à a […] ‖ avant, 2008-05-01 : Est, en outre, interdite toute publicité portant : 1° Sur une opération commerciale soumise à autorisation au titre soit des articles L. 310-1, L.  […]	résent article sont fixées par décret en Conseil d’État. » Article 54 I. – Le chapitre III du titre Ier du livre Ier du code de la consommation est complété par un article L. 113-6 ainsi rédigé : « Art. L. 113-6. – Tout manquement aux dispositions de l’article L. 113-5 est passib	de la consommation est complété par un article L. 113-6 ainsi rédigé : « Art. L. 113-6. – Tout manquement aux dispositions de l’article L. 113-5 est passible d’une amende administrative dont le montant ne peut excéder 3 000 € pour une personne physique et 15 000 € pour une personne morale. L’amende est prononcée dans les conditions prévues à l’article L. 141-1-2. » II. – Le chapitre Ier du titre II du même livre est ainsi modifié : 1° À la sous-section 2 de la section 1 : a) Au 4° de l’article L. 121-15, la référence : « L. 740-2 » est remplacée par la référence : « L. 762-2 » ; b) Les deux derniers alinéas du même article sont remplacés par un alinéa ainsi rédigé : « Tout annonceur qui diffuse ou fait diffuser une publicité interdite en vertu du présent article est passible d’une amende administrative dont le montant ne peut excéder 15 000 € pour une personne physique et 75 000 € pour une personne morale. L’amende est prononcée dans les conditions prévues à l’article L. 141-1-2. » ;	https://www.assemblee-nationale.fr/14/projets/pl1015.asp	juste		sonnet-juge-a	sonnet-juge-b		« Au 4° de l'article L. 121-15, la référence ... est remplacée » et alinéas remplacés : modification directe.	Le a) remplace une référence au 4° de l'article L.121-15 lui-même.		2026-09-26
juste	04fc62e004dcae78	declaree	nomme	oui	79	senat/leg-pjl09-539.html	35	L132-1	code de la consommation	L132-1 (1993-07-27) — écrit par la loi du dossier, 2010-07-03 : Dans les contrats conclus entre professionnels et non-professionnels ou consommateurs, sont abus […] ‖ avant, 2009-01-01 : Dans les contrats conclus entre professionnels et non-professionnels ou consommateurs, sont abusives les clauses qui ont pour objet ou pour effet d […]	s règles applicables lors du prononcé de la décision de première instance. V. - (Supprimé) Article 35 ( Non modifié) Le code de la consommation est ainsi modifié : 1° Au deuxième alinéa de l'article L. 132-1, la référence : « L. 132-2 » est remplacée par la référence : « L. 534-1	ux fins d'homologuer des mesures recommandées par celle-ci, de statuer sur une contestation ou aux fins d'ouvrir une procédure de rétablissement personnel, l'affaire est poursuivie et jugée conformément à la loi ancienne ; 2° L'appel et le pourvoi en cassation sont formés, instruits et jugés selon les règles applicables lors du prononcé de la décision de première instance. V. - (Supprimé) Article 35 ( Non modifié) Le code de la consommation est ainsi modifié : 1° Au deuxième alinéa de l'article L. 132-1, la référence : « L. 132-2 » est remplacée par la référence : « L. 534-1 » ; 2° La seconde phrase de l'article L. 132-4 est supprimée ; 3° L'article L. 132-5 est abrogé ; 4° Le dernier alinéa de l'article L. 224-2 est supprimé ; 5° À la fin du premier alinéa de l'article L. 221-3, la référence : « L. 224-1 » est remplacée par la référence : « L. 534-4 » ; 6° Après le mot : « celle-ci », la fin du dernier alinéa de l'article L. 224-3 est ainsi rédigée : « fait usage, par décision motivée	http://www.senat.fr/leg/pjl09-539.html	juste		sonnet-juge-a	sonnet-juge-b		« Au deuxième alinéa de l'article L. 132-1, la référence ... est remplacée » : modification directe.	Le 1° remplace une référence au deuxième alinéa de l'article L.132-1 lui-même.		2026-09-26
